id,title,enumeration_chronology,uniform_title,alternative_title,creator,contributor,publication_place,publisher,publication_date,encoded_date,creation_date,end_date,start_date,copyright_date,edition,issuance,frequency,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,preceded_by,succeeded_by,issn,isbn,lccn,oclccn,url
851869,Black Bagdad,,,,"Craige, John Houston, 1886-",,New York,"Minton, Balch",1933,,,,,,,monographic,,eng,text,print,276 p. 23 cm.,,,Vodou|||Social life and customs|||Description and travel|||Haiti (Republic) Garde d'Haiti.,,Haiti|||Port-au-Prince (Haiti),,,,,,33007507,,
578894,Voodoos and obeahs: phases of West India witchcraft,,,Obeahs,"Williams, Joseph John, 1875-1940",,New York,"L. MacVeagh, Dial Press inc.",1932,,,,,,,monographic,,eng,text,print,"xix p., 1 l., 257 p. 24 cm.",bibliography,,Witchcraft|||Vodou|||Blacks,,West Indies,,,,,40406986X,33002130,,
1170944,Mammy Mystic,,,,"McClelland, M. G. (Mary Greenway), 1853-1895",,New York,The Merriam Company,[1895],1895,,,,,,monographic,,eng,text,print,242 p. front. 17 cm.,,,Vodou|||Fiction,,,,,,,,07015427 //r,,
7594136,"Life and exploits of Mansong [electronic resource]: commonly called Three-Finger'd Jack, the terror of Jamaica in the years 1780 & 1781: with a particular account of the Obi; Being the only true one of that celebrated and fascinating Mischief, so prevalent in the West Indies. On which is founded, The popular pantomimical Drama of Obi; or, Three-Finger'd Jack, Performed at the Theatre-Royal, Haymarket; An accurate Description of which is also added. By William Burdett, Many Years Overseer of a Plantation in Jamaica",,,,"Burdett, William.",,Sommers Town,"printed and published by A. Neil, 30, Chalton Street; and may be had of all other booksellers",1800,,,,,,,monographic,,eng,text,electronic resource,1 online resource (60 p.) : ill.,,,Slavery|||Vodou,,Jamaica|||nwjm---|||Great Britain England London,,,,,,,,http://pitt.idm.oclc.org/login?url=http://find.galegroup.com/sas/infomark.do?docType=ECCO&contentSet=ECCO&type=getFullCitation&tabID=T001&prodId=SAS&version=1.0&docLevel=TEXT_GRAPHICS&resultListType=RESULT_LIST&bookId=1281200500&source=library&userGroupName=upitt_main
7594137,"Life and exploits of Mansong [electronic resource]: commonly called Three-Finger'd Jack, the terror of Jamaica. With a particular account of the Obi; Being the only true one of that celebrated and fascinating Mischief, so prevalent in the West Indies. On which is founded, The popular pantomimical Drama of Obi; or, Three-Finger'd Jack, Performed at the Theatre-Royal, Haymarket; An accurate Description of which is also added. By William Burdett, Many Years Overseer of a Plantation in Jamaica",,,,"Burdett, William.",,Sommers Town,"Printed and published by A. Neil, 30, Chalton Street; sold also by Crosby & Letterman [London, Stationers' Court, Paternoster Row",1800?],1800,,,,,3rd ed.,monographic,,eng,text,electronic resource,1 online resource (60 p.) : ill.,,,Vodou|||Slavery,,Jamaica|||nwjm---|||Great Britain England London,,,,,,,,http://pitt.idm.oclc.org/login?url=http://find.galegroup.com/sas/infomark.do?docType=ECCO&contentSet=ECCO&type=getFullCitation&tabID=T001&prodId=SAS&version=1.0&docLevel=TEXT_GRAPHICS&resultListType=RESULT_LIST&bookId=1288700700&source=library&userGroupName=upitt_main
9701627,Palabras indelebles de poetas negras,,,,"Morera Beita, Carlos","Macdonald Woolery, Delia, 1965-|||Campbell Barr, Shirley, 1965-",,,,2018,,,,,Primera edición.,monographic,,spa,text,print,96 pages ; 21 cm,Poetry,,Costa Rican poetry|||Women authors|||Black authors,,nccr---,,,,,9789977655000|||9977655006,2019387691,,
9217060,Bajo el fuego del Caribe colombiano: quatre poètes afro-carthagénoises,,,Sous le feu des Caraïbes colombiennes,"Diago, Ruth Patricia, 1956-|||Berdugo, Dora Isabel, 1970-|||Maza Chamorro, Tania|||Cueto, Muris, 1952-","Morales Morales, Nadia del Carmen (compiler)|||Boudon, Fabrice (artist)",,,,2017,,,,,Primera edición.,monographic,,spa|||fre,text,print,98 pages : color illustrations ; 20 x 20 cm,Colombian poetry-21st century|||Poetry|||bibliography,"Poetry of four Bolivarian Afro-Colombian poets, Ruth Patricia Diago, Dora Isabel Berdugo, Tania Maza and Muris Cueto.","Women authors, Black|||Colombian poetry|||Translations into French|||Women authors",21st century,Colombia|||s-ck---,,,,,9789588416809|||9588416809,,,
8609334,Presencia del negro en la novela vanguardista hispanoamericana: tiempo y contratiempo,,,,"Sankhé Adebowale, Maimouna",,,,,2016,,,,,,monographic,,spa,text,print,273 pages ; 20 cm.,bibliography,,Spanish American prose literature|||History and criticism|||Black authors|||Blacks in literature,,nc-----|||cl-----|||n-mx---,,,,,9788494505324|||8494505327,,,
8373578,Mujeres en las literaturas indígenas y afrodescendientes en América Central,,,,"Meza Márquez, Consuelo|||Zavala, Magda",,,,,2015,,,,,Primera edición.,monographic,,spa,text,print,191 pages : illustrations ; 22 cm,bibliography,,Central American literature|||Women authors|||History and criticism|||Indian authors|||Black authors|||Women in literature,,nc-----,,,,,9786078359684|||6078359681,,,
8452122,"Poesía afro colombiana, 1849-1989",,,,"Burgos Cantor, Roberto",,,,,2015,,,,,Primera edición.,monographic,,spa,text,print,76 pages ; 15 cm.,,,Colombian poetry|||Black authors,19th century|||20th century,,,,,,9789587723687|||9587723686,,,
8149504,"Poéticas afroindoamericanas: episteme, cuerpo y territorio",,,,"Ortiz Fernández, Carolina",,,,,2014,,,,,Primera edición.,monographic,,spa,text,print,218 pages : illustrations ; 21 cm.,bibliography,,Spanish American literature|||Indian authors|||History and criticism|||Black authors|||African literature,20th century|||21st century,cl-----,,,,,9786124679322|||6124679329,2015404205,,
9476823,Pretextos de mulheres negras,,,,,"Faustino, Carmen.|||Souza, Elizandra.|||Coletivo Mjiba (Organization)",,,,2013,,,,,,monographic,,por,text,print,135 pages : illustrations ; 18 cm,Biography,,"Brazilian poetry|||Black authors|||Women authors|||Women poets, Brazilian|||Biography",,s-bl---,,,,,,,,
6590733,"Honduras, poesía negra",,,,,"Sosa, Roberto, 1930-2011","Tegucigalpa, Honduras",Editorial Presente,2011,,,,,,1. ed.,monographic,,spa,text,print,"101 p., [7] leaves of plates : col. ill. ; 21 cm.",bibliography,,Honduran poetry|||Black authors,20th century,ncho---,,,,,9789992656686|||9992656689,,,
6415734,Antología de mujeres poetas afrocolombianas,,,,"Ocampo Zamorano, Alfredo|||Cuesta Escobar, Guiomar, 1950-",,Bogotá,Ministerio de Cultura,"2010, ©2010",2010,,,,,,monographic,,spa,text,print,590 pages ; 21 cm.,bibliography,,"Colombian poetry|||History and criticism|||Women authors, Black",,Colombia,,,,,9789587530070|||9587530071|||9789588250885 (colección)|||9588250889 (colección),,,
5837331,Abordajes y aproximaciones: ensayos sobre literatura peruana del siglo XX (1950-2001),,,,"Orihuela, Carlos L.",,"La Victoria, Lima, Peru",Hipocampo Editores|||Escuela de Posgrado de la Universidad Nacional Mayor de San Marcos,2009,,,,,,1a. ed.,monographic,,spa,text,print,181 p. ; 25 cm.,bibliography,Nueve ensayos donde se revisa y analiza algunos autores y obras más representativos de aproximadamente 50 años de la literatura peruana contemporánea.,Peruvian literature|||History and criticism|||Black authors,20th century,s-pe---,,,,,9786124520525|||6124520524,2009662655,,
5907622,"De la machina imperial a la vereda tropical: poesía, identidad y nación en el Caribe afrohispánico",,,"Poesía, identidad y nación en el Caribe afrohispánico","Maglia, Graciela.",,Bogotá,Pontificia Universidad Javeriana,2009,,,,,,1. ed.,monographic,,spa,text,print,307 p. : ill. (some col.) ; 24 cm.,,,Spanish American poetry|||Black authors|||History and criticism|||Caribbean poetry (Spanish)|||Political aspects|||Nationalism and literature|||Colombian poetry,,,,,,,9789587162479|||9587162471,,,
9086902,"De la machina imperial a la vereda tropical: poesía, identidad y nación en el Caribe afrohispánico",,,,"Maglia, Graciela",,,,,2009,,,,,,monographic,,spa,text,,"1 online resource : illustrations, maps.",Electronic books|||bibliography,,Caribbean poetry (Spanish)|||Political aspects|||Spanish American poetry|||Black authors|||History and criticism|||Nationalism and literature,,cc-----,,,,,,,,http://pitt.idm.oclc.org/login?url=http://www.digitaliapublishing.com/a/19512/
5771729,Escribir la identidad: creación cultural y negritud en el Perú,,,,,"Ngom, Mbaré.",Lima,"Universidad Ricardo Palma, Editorial Universitaria",2008,,,,,,1a. ed.,monographic,,spa,text,print,381 p. : ill. ; 21 cm.,bibliography,"""Por primera vez se ofrece un conjunto orgánico de aproximación multidisciplinaria sobre la literatura escrita por peruanos de ascendencia africana. Se incluyen 14 aproximaciones de diversos autores y géneros de esta tradición literaria, así como manifestaciones de carácter musical y cultural.""","Authors, Black|||Criticism and interpretation|||Peruvian literature|||History and criticism",20th century,Peru,,,,,9789972236587|||9972236587,,,
5600196,Jacinto Ventura de Molina y los caminos de la escritura negra en el Río de la Plata,,,,,"Acree, William G., Jr|||Borucki, Alex.|||Andrews, George Reid, 1951-",Montevideo,Linardi y Risso,2008,,,,,,,monographic,,spa,text,print,256 p. : map ; 24 cm.,bibliography|||biography,,"Blacks|||Biography|||Authors, Black|||Shoemakers|||Soldiers|||Uruguayan literature|||Black authors|||History and criticism|||Ventura de Molina, Jacinto 1766-",,Uruguay|||s-uy---,,,,,9789974675131|||9974675138,2008318746,,
5760499,¡Negras somos!: antología de 21 mujeres poetas afrocolombianas de la región pacífica,,,,,"Cuesta Escobar, Guiomar, 1950-|||Ocampo Zamorano, Alfredo.",Cali,Programa Editorial Universidad del Valle,2008,,,,,,1a. ed.,monographic,,spa,text,print,223 p. ; 24 cm.,bibliography,,"Colombian poetry|||Women authors|||Black authors|||Women authors, Black|||Colombia poetry",,Colombia,,,,,9789586706797|||9586706796,,,
5529844,"orbe negro en la poesia: Cuba, Hispanoamerica y  Estados Unidos, El",,,,"Ruiz del Vizo, Hortensia.","Sánchez-Boudy, José.","Miami, Florida",Ediciones Universal,2007,,,,,,1a ed.,monographic,,spa,text,print,129 p. ; 21 cm.,,,Spanish American poetry|||Black authors|||History and criticism|||Cuban poetry|||American poetry,20th century,cl-----|||nwcu---|||n-us---,,,,,9781593881061 (alk. paper)|||1593881061 (alk. paper),2007926090,,
4735582,"libertad de escoger: poetas afrocubanos, La",,,,"Tarragó, Rafael E. (Rafael Emilio), 1951-",,Madrid]|||Minnesota],Ediciones del Orto|||Universidad de Minnesota,2006,,,,,,1. ed.,monographic,,spa,text,print,96 p. ; 17 cm.,bibliography,,"Cuban poetry|||Black authors|||History and criticism|||Poets, Black|||Poets, Cuban",,Cuba|||nwcu---,,,,,8479233591,,,
4105882,Afro-Uruguayan literature: post-colonial perspectives,,,,"Lewis, Marvin A., 1942-",,"Lewisburg|||London|||Cranbury, NJ",Bucknell University Press|||Associated University Presses,c2003,2003,,,,,,monographic,,eng,text,print,170 p. ; 25 cm.,bibliography,,Uruguayan literature|||Black authors|||History and criticism|||Blacks|||Social life and customs,20th century|||19th century,Uruguay|||s-uy---,,,,,083875550X (alk. paper),2002151127,,
4508127,Daughters of the diaspora: Afra-Hispanic writers,,,,,"DeCosta-Willis, Miriam.",Kingston|||Miami,I. Randle,2003,,,,,,,monographic,,eng,text,print,"xlii, 500 p. : ill. ; 24 cm.",bibliography,,Spanish American literature|||Women authors|||Translations into English|||History and criticism|||Black authors,20th century,cl-----,,,,,0972935800 (pbk.)|||0972935819 (hardback),2003507267,,
4428656,In search of the fathers: the poetic disalienation in the narrative of two contemporary Afro-Hispanic writers,,,Poetic disalienation in the narrative of two contemporary Afro-Hispanic writers,"Zoggyie, Haakayoo Nobui.",,New Orleans,University Press of the South,2003,,,,,,,monographic,,eng,text,print,"x, 238 p. ; 22 cm.",bibliography,,"Criticism and interpretation|||Spanish American literature|||Black authors|||History and criticism|||Alienation (Social psychology) in literature|||Blacks in literature|||African influences|||Cubena 1941-|||Zapata Olivella, Manuel",,,,,,,1889431893 (pbk.),,,
4168141,Poética afrocolombiana: antología,,,,,"Alaix de Valencia, Hortensia.","Cali, Colombia]",Programa Editorial de la Facultad de Humanidades de la Universidad del Valle|||Secretaría de Cultura y Turismo del Municipio de Cali,2003,,,,,,1. ed.,monographic,,spa,text,print,219 p. : ill. ; 22 cm.,bibliography,,Colombian poetry|||Black authors|||History and criticism,20th century,s-ck---,,,,,9586702340,2003379971,,
4280202,Poéticas afro-brasileiras,,,,,"Figueiredo, Maria do Carmo Lanna.|||Fonseca, Maria Nazareth Soares.","Belo Horizonte, MG",Mazza Edições|||Editora PUC Minas,c2002,2002,,,,,,monographic,,por,text,print,259 p. : ill. ; 21 cm.,bibliography,,Brazilian poetry|||Black authors|||History and criticism|||Blacks in literature,,s-bl---,,,,,8586480126,,,
3725575,"décima: fusión y desarrollo cultural en el Afropacífico, La",,,Fusión y desarrollo cultural en el Afropacífico,"Kleymeyer, Ana María.",,"Quito, Ecuador",Ediciones Abya-Yala,2000,,,,,,1. ed.,monographic,,spa,text,print,117 p. ; 19 cm.,bibliography,,"Ecuadorian poetry|||History and criticism|||Decimas, Ecuadorian|||Black authors|||Literatura afrolatina|||Siglos XVII-XX.|||Poesía popular|||América Latina",,Ecuador|||Esmeraldas (Province)|||s-ec---,,,,,9978046097 (pbk.),,,
4258532,Quilombo de palavras: a literatura dos afro-descendentes,,,,,"Conceição, Jônatas, 1952-|||Barbosa, Lindinalva.",Salvador,EDUFBA,2000,,,,,,2a ed.,monographic,,por,text,print,165 p. : ill. ; 21 cm.,biography,,Brazilian poetry|||Black authors,20th century,,,,,,,2001296201,,
3587681,"literatura centroamericana como arma cultural, La",,,,,"Román-Lagunas, Jorge.|||McCallister, Richard, 1955-",Guatemala [Guatemala],Editorial Oscar de León Palacios,1999,,,,,,1a. ed.,monographic,,spa,text,print,294 p. ; 21 cm.,bibliography,,Central American literature|||History and criticism|||Literature and society|||Black authors,,Central America,,,,,,,,
7645629,Cadernos negros: os melhores poemas,,,,,"Quilombhoje (São Paulo, Brazil)",São Paulo,Quilombhoje,1998,,,,,,,monographic,,por,text,print,141 p. : ports. ; 21 cm,,,Brazilian poetry|||Black authors,20th century,,,,,,,98001361,,
3907380,Caoba y canela: la poesía negroide después de Palés : Cesáreo Rosa Nieves y Violeta López Suria,,,,"Martínez Martínez, Yolanda.",,Puerto Rico?,s.n.],c1998,1998,,,,,,monographic,,spa,text,print,119 p. ; 22 cm.,bibliography,,"Criticism and interpretation|||Puerto Rican poetry|||Black authors|||History and criticism|||Rosa-Nieves, Cesáreo 1901-1974|||López Suria, Violeta",,nwpr---,,,,,,275099,,
1584161,Afro-Argentine discourse: another dimension of the Black diaspora,,,,"Lewis, Marvin A., 1942-",,Columbia,University of Missouri Press,c1996,1996,,,,,,monographic,,eng,text,print,"ix, 148 p. ; 24 cm.",bibliography,"""In Afro-Argentine Discourse, Marvin A. Lewis attempts to write blacks back into the literary history of Argentina by treating in depth, for the first time, the written expression of Argentines of African descent during the late nineteenth and early twentieth centuries. Because their contributions are overlooked or minimized in most literary histories, it is often assumed that blacks had little or no part in the development of Argentine literature. Through original archival research, Lewis corrects this erroneous assumption by examining texts never before made available to the academic community."" ""Afro-Argentine Discourse investigates a new dimension of the black experience in the Americas and will stir much interest and debate regarding the black presence in Argentina.""--BOOK JACKET.",Argentine literature|||Black authors|||History and criticism|||Minority authors|||African influences,20th century|||19th century,s-ag---|||f------,,,,,0826210422 ‡q (cloth : alk. paper),95040988,,
1730472,Enfim--nós: escritoras negras brasileiras contemporâneas = Finally--us : contemporary Black Brazilian women writers,,,Finally--us,,"Alves, Miriam.|||Durham, Carolyn Richardson.","Colorado Springs, CO",Three Continents Press,1995,,,,,,1st ed. of bi-lingual text.,monographic,,eng|||por,text,print,258 p. : ill. ; 23 cm.,bibliography,,Brazilian poetry|||Women authors|||Black authors|||Translations into English,20th century,s-bl---,,,,,0894107895|||0894107909 (pbk.),94045735,,
1516341,"English anthology of Afro-Hispanic writers of the twentieth century, An",,,,"Birmingham-Pokorny, Elba D.",,"Miami, FL",Ediciones Universal,1995,,,,,,1. ed.,monographic,,eng,text,print,126 p. ; 23 cm.,bibliography|||biography,,Spanish American literature|||Black authors|||Translations into English|||Bio-bibliography,20th century,cl-----,,,,,089729758X,94061078,,
1588423,Indicios para leer el amor en la poesía negra chocoana,,,,"Mena Lozano, Ursula, 1959-",,"Santafé de Bogotá, Colombia",M&H Editoras,1995,,,,,,1a. ed.,monographic,,spa,text,print,86 p. ; 24 cm.,,,Colombian poetry|||History and criticism|||Black authors,20th century,Colombia|||Chocó|||s-ck---,,,,,9589575609,95203770,,
1465981,Acercamiento a la literatura afrocubana (ensayos de interpretación),,,,"González-Pérez, Armando.",,"Miami, Fla",Ediciones Universal,1994,,,,,,1. ed.,monographic,,spa,text,print,212 p. : ill. ; 22 cm.,bibliography,,"Cuban poetry|||History and criticism|||Black authors|||Poets, Cuban|||Literatura cubana|||Ensayos",20th century,nwcu---,,,,,897297369,94071709,,
1331005,Poesia negra brasileira: antologia,,,,,"Bernd, Zilá, 1944-","Porto Alegre, RS","Age Editora|||Instituto Estadual do Livro ; Cachoeirinha, RS|||IGEL",c1992,1992,,,,,,monographic,,por,text,print,153 p. ; 21 cm.,bibliography|||biography,,Brazilian poetry|||Black authors|||Bio-bibliography,20th century,s-bl---,,,,,8570631154,93831806,,
1139072,Afro-Hispanic literature: an anthology of Hispanic writers of African ancestry,,,,"Miller, Ingrid Watson.",,"Miami, FL, USA",Ediciones Universal,1991,,,,,,1st ed.,monographic,,eng|||spa,text,print,143 p. : map ; 23 cm.,bibliography,,Spanish American literature|||Black authors,,cl-----,,,,,089729582X,90084525,,
1144397,Antología de poetas negros uruguayos,,,,,"Britos Serrat, Alberto.","Montevideo, Uruguay]",Ediciones Mundo Afro,[1990-<1995? >],1990/9999,,9999,1990,,,monographic,,spa,text,print,v. <1-2 > ; 18 cm. + 1 pamphlet (6 p.),biography,,"Uruguayan poetry|||Poets, Black|||Poetry|||Black authors",20th century,Uruguay|||s-uy---,,,,,,90743510 //r97,,
994489,"Afro-Spanish American author II: the 1980s : an annotated bibliography of recent criticism, The",,,Afro-Spanish American author 2,"Jackson, Richard L., 1937-",,"West Cornwall, CT",Locust Hill Press,1989,,,,,,,monographic,,eng,text,print,"xxviii, 154 p. ; 23 cm.",bibliography,,Spanish American literature|||Black authors|||History and criticism|||Bibliography,20th century,cl-----,,,,,0933951264 (lib. bdg. : alk. paper) :,89002685,,
985836,Poesía negra del Ecuador,,,,,"Donoso Pareja, MIguel.","Quito, Ecuador]","Edit. Casa de la Cultura Ecuatoriana Benjamín Carrión, Núcleo del Guayas",1989,,,,,,,monographic,,spa,text,print,27 p. ; 24 cm.,,,Ecuadorian poetry|||Black authors,,,,,,,,,,
584538,"novela negrista en hispanoamérica, La",,,,"Jackson, Shirley M.",,Madrid,Pliegos,[1986?],1986,,,,,,monographic,,spa,text,print,176 p. ; 20 cm.,bibliography,,Spanish American fiction|||Black authors|||History and criticism|||Blacks in literature,20th century,cl-----,,,,,8486214173,87104840,,
344054,Candelario Obeso y la iniciación de la poesía negra en Colombia,,,,"Prescott, Laurence E. (Laurence Emmanuel)",,Bogota,Instituto Caro y Cuervo,1985,,,,,,,monographic,,spa,text,print,"228 p., [17] leaves of plates : ill., port., facsims. ; 24 cm.",bibliography,,"Colombian poetry|||Black authors|||Obeso, Candelario 1849-1884",,,,,,,,,,
645794,"Décima: poesía oral negra del Ecuador, La",,,,"Rahier, Jean Muteba, 1959-",,Quito,Ediciones Abya-Yala|||Centro Cultural Afro- Ecuatoriano,[between 1985 and 1987],1985/1987,,1987,1985,,,monographic,,spa,text,print,"186 p., [4] leaves of plates : ill., maps ; 22 cm.",bibliography,,Ecuadorian poetry|||History and criticism|||Decimas,,Ecuador|||Esmeraldas (Province)|||Black authors|||s-ec---,,,,,,,,
283913,"Afro-Hispanic poetry, 1940-1980: from slavery to Negritud in South American verse",,,,"Lewis, Marvin A., 1942-",,Columbia,University of Missouri Press,1983,,,,,,,monographic,,eng,text,print,190 p. ; 25 cm.,bibliography,,Spanish American poetry|||Black authors|||History and criticism|||Blacks in literature,20th century,s------,,,,,826204058,82025925,,
6113080,Afro-Hispanic review [electronic resource]: publication of the Afro-Hispanic Institute,,Afro-Hispanic review (Online),,,"Afro-Hispanic Institute (U.S.)|||University of Missouri--Columbia, Department of Romance Languages.|||University of Missouri--Columbia, Black Studies Program.|||Vanderbilt University, Department of Spanish and Portuguese.|||Thomson Gale (Firm)","Washington, D.C",Afro-Hispanic Institute,©1981-,1982/9999,,9999,1982,,,continuing,"Semiannual, 1993-|||Three no. a year, 1982-1992",eng|||spa,text,electronic|||electronic resource,,Computer network resources|||Electronic journals|||Periodicals|||periodical|||review,,Spanish American literature|||Black authors|||Periodicals|||Blacks in literature|||Black Studies|||Literature,,,,,,2327-9648,,,,http://pitt.idm.oclc.org/login?url=https://www.jstor.org/journal/afrohisprevi|||http://pitt.idm.oclc.org/login?url=https://search.proquest.com/publication/31637|||http://pitt.idm.oclc.org/login?url=http://find.galegroup.com/openurl/openurl?url_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&req_dat=info:sid/gale:ugnid:upitt_main&res_id=info:sid/gale:LAC&ctx_enc=info:ofi:enc:UTF-8&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.issn=0278-8969|||http://pitt.idm.oclc.org/login?url=https://link.gale.com/apps/pub/5VWI/LitRC?sid=kbart&u=upitt_main
549506,Afro-Hispanic review: publication of the Afro-Hispanic Institute,,,Afro Hispanic review,,Afro-Hispanic Institute (U.S.),"Washington, D.C.]",The Institute,c1981-,1982/9999,,9999,1982,,,continuing,"Three no. a year (Jan., May, and Nov.)",eng|||spa,text,print,v. ; 28 cm.,periodical|||review,,Spanish American literature|||Black authors|||Periodicals|||Blacks in literature,,cl-----,,,,0278-8969,,82642621,,
296591,Axé: antologia contemporânea da poesia negra brasileira,,,,,"Colina, Paulo, 1950-",São Paulo-SP,Global,c1982,1982,,,,,1a. ed.,monographic,,por,text,print,103 p. ; 21 cm.,,,Brazilian poetry|||Black authors,20th century,,,,,,,82246142,,
90929,"poesía negrista en el Ecuador, La",,,,"García Salazar, Juan.",,"Esmeraldas, Ecuador",Banco Central del Ecuador,1982,,,,,,1a ed.,monographic,,spa,text,print,151 p. ; 21 cm.,bibliography,,Ecuadorian poetry|||Black authors|||History and criticism|||Decimas,,s-ec---,,,,,,84151942,,
164683,"Afro-Spanish American author: an annotated bibliography of criticism, The",,,,"Jackson, Richard L., 1937-",,New York,Garland Pub.,1980,,,,,,,monographic,,eng,text,print,"xix, 129 p. ; 23 cm.",bibliography,,Spanish American literature|||Black authors|||History and criticism|||Bibliography,,cl-----,,,,,0824095294 :,79007928,,
179746,Black writers in Latin America,,,,"Jackson, Richard L., 1937-",,Albuquerque,University of New Mexico Press,c1979,1979,,,,,,monographic,,eng,text,print,"xiii, 224 p. ; 25 cm.",bibliography,,Spanish American literature|||Black authors|||History and criticism,,cl-----,,,,,0826305016 :,78021431,,
1681786,Cadernos negros,,,,,"Quilombhoje (São Paulo, Brazil)",São Paulo],,1978-,1978/9999,,9999,1978,,,continuing,,por,text,print,no. 15 cm,Periodicals|||periodical,,"Brazilian poetry|||Black authors|||Periodicals|||Short stories, Brazilian",,s-bl---,,,,,,80647696,,
215716,Poesía afrocubana última,,,,"González Pérez, Armando.",,Milwaukee,"University of Wisconsin-Milwaukee, Center for Latin America",1975,,,,,,,monographic,,spa,text,print,"22, 5 leaves ; 28 cm.",bibliography,,Cuban poetry|||Black authors|||History and criticism,,nwcu---,,,,,,,,
717116,Iniciación a la poesía afro-americana,,,,"Fernández de la Vega, Oscar","Fernández de la Vega, Oscar (comp)|||Pamies, Alberto N. (joint comp)","Miami, Fla",Ediciones Universal,[1973],1973,,,,,,monographic,,spa,text,print,213 p. 21 cm.,,,Spanish American poetry|||Black authors|||History and criticism|||Cuban poetry,,nwcu---,,,,,,72088962 //r84,,
717134,"negro y lo mulato en la poesía cubana, Lo",,,,"Pereda Valdés, Ildefonso, 1899-1996",,Montevideo],Ediciones Ciudadela,[1970],1970,,,,,,monographic,,spa,text,print,166 p. 20 cm.,bibliography,,Cuban poetry|||Black authors|||History and criticism,20th century,,,,,,,73566153,,
9732880,"littérature antillaise entre histoire et mémoire: 1935-1995, La",,,,"Arnold, A. James (Albert James), 1939-",,,,,2020,,,,2020,,monographic,,fre,text,print,354 pages ; 22 cm.,bibliography,,Caribbean literature (French)|||History and criticism,20th century,,,,,,9782406091493|||240609149X|||9782406091509|||2406091503,,,
9471907,"Migration and refuge: an eco-archive of Haitian literature, 1982-2017",,,"Eco-archive of Haitian literature, 1982-2017","Walsh, John Patrick, 1971-",,,,,2019,,,,,,monographic,,eng,text,print,"ix, 254 pages ; 24 cm.","Criticism, interpretation, etc|||bibliography",,"Haitian literature|||History and criticism|||Ecology in literature|||Earthquakes in literature|||Haiti Earthquake, Haiti, 2010|||Refuge in literature|||In literature|||Haiti Earthquake (2010)",20th century|||21st century,Haiti|||nwht---,,,,,1786941635|||9781786941633,,,
9471245,Wordplanting,,Poems. Selections,,"Hippolyte, Kendel",,,,,2019,,,,,,monographic,,eng,text,print,52 pages ; 21 cm,,,Saint Lucian poetry (English),,,,,,,1845234359|||9781845234355,,,
8850288,Connecting histories: Francophone Caribbean writers interrogating their past,,,Francophone Caribbean writers interrogating their past,"Thomas, Bonnie, 1975-",,,,,2017,,,,,,monographic,,eng,text,print,"x, 165 pages ; 24 cm.","Criticism, interpretation, etc|||bibliography|||biography","""The francophone Caribbean boasts a veritable treasure trove of literary gems. Distinguished by innovative, elegant writing and thought-provoking methods of engaging with questions of history and identity, this exciting body of work demands attention. Its authors treat the traumatic legacies of shared and personal histories that pervade the Caribbean experience in striking ways, enunciating a path towards reconciliation and healing. The creation of diverse personal narratives -- encompassing autobiography, autofiction, travel writing, and reflective essay -- remains characteristic of many Caribbean writers and offers poignant illustrations of the complex interchange between shared and personal pasts and how they affect individual lives. Through their historically informed autobiography, the authors in this study -- Maryse Condé, Gisèle Pineau, Patrick Chamoiseau, Edwidge Danticat, and Dany Laferrière -- offer compelling insights into confronting, coming to terms with, and reconciling their past. The employment of personal narratives as the vehicle to carry out this investigation points to a tension evident in these writers' reflections, which constantly move between the collective and the personal; their past is an inescapably complex, rhizomatic network that extends beyond the notion of a single, private life. These contemporary authors from the three francophone Caribbean islands of Martinique, Guadeloupe, and Haiti intertwine their personal memories with reflections on the histories of their homelands and on the European and North American countries they adopt through choice or necessity, thereby revealing a multitude of deep connections that illuminate distinct francophone Caribbean experiences""--","Caribbean literature (French)|||History and criticism|||Caribbean literature (English)|||Authors, Caribbean|||Biography|||Identity (Psychology) in literature|||Psychic trauma in literature|||Memory in literature|||History in literature",20th century|||21st century,,,,,,9781496810557|||1496810554,2016035689,,
9154221,Relectures du mythe d'Antigone dans les littératures francophones extra-européennes,,,,"Cacchioli, Manuela, 1975-",,,,,2017,,,,,,monographic,,fre,text,print,231 pages ; 22 cm.,bibliography,,In literature|||Influence|||Caribbean literature (French)|||History and criticism|||African literature (French)|||(Mythological character) Antigone|||Sophocles,,f------|||nwla---,,,,,9782343134116|||2343134111,,,
8930400,Staging creolization: women's theater and performance from the French Caribbean,,,Women's theater and performance from the French Caribbean,"Sahakian, Emily",ProQuest (Firm),,,,2017,,,,,,monographic,,eng,text,,1 online resource.,bibliography,,"Criticism and interpretation|||Caribbean drama (French Creole)|||History and criticism|||Women authors|||Theater|||History|||Women in literature|||Cultural fusion|||Césaire, Ina|||Condé, Maryse|||Dambury, Gerty|||Schwarz-Bart, Simone|||Ubu Repertory Theater.",20th century,"Caribbean, French-speaking|||cc-----",,,,,9780813940076|||0813940079,,,http://ebookcentral.proquest.com/lib/pitt-ebooks/detail.action?docID=4903974
