id,title,creator,contributor,creation_date,sort_date,display_date,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,host,series,container,owner,depositor,collection_id
,What to do and how to do it: the American boy's handy book,"Beard, Daniel Carter, 1850-1941",,,,,English,text,print,"xiv, 441 p. : ill. ; 20 cm.",,,Amusements|||Juvenile literature|||Sports|||Recreation|||Handicraft|||Hobbies,,,,,,,,
,"When I'm a man, or, Little Saint Christopher","Weber, Alice, (Author of The Old house in the square)","Groome, William H. C. (ill)",,,,English,text,print|||unmediated|||volume,189 pages : illustrations ; 26 cm,Fiction|||Juvenile fiction|||Juvenile works|||novel|||text,,Children|||Conduct of life|||Fathers and sons|||Motherless families|||Grandmothers|||Seaside resorts|||Children's accidents|||Friendship,,"United States, New York, New York",,,,,,
,When Molly was six,"White, Eliza Orne, 1856-1947",,,,,English,text,print|||unmediated|||volume,"vi, 133 pages, [3] leaves of plates : illustrations ; 20 cm",text,,,,,,,,,,
,"Whist, or bumblepuppy?: ten lectures addressed to children","Hewby, John Petch, 1835-1896",,,,,English,text,print,"v, [1], 89 p. ; 17 cm.",,,Whist,,,,,,,,
,"white beaver, The","Castlemon, Harry, 1842-1915",,,,,English,text,print|||unmediated|||volume,"iv, 424 pages, 4 unnumbered leaves of plates : illustrations ; 20 cm",Fiction|||Juvenile fiction|||Juvenile literature-1899|||Juvenile works|||text,,Youth|||Conduct of life|||Adventure stories|||Friendship|||Hunting stories|||Beavers|||Turkeys|||Outdoor life|||Fathers and sons|||Thieves|||Indians of North America|||Hunting,,,,,,,,
,"white cat: adorned with cuts, The",,"Hailes, Nathaniel.|||Jackson, William, active 1830-1854|||C. & C. Whittingham (London, England)",,,,English,text,print,94 p. : ill. ; 68 mm.,Folklore|||Specimens,,Miniature books|||Cats,,,,,,,,
,"white dove: and other poems for children, The","Townsend, Elizabeth W.",,,,,English,text,print,"128 p., [3] leaves of plates : ill. ; 18 cm.",,,Children's poetry,,,,,,,,
,Whittington and his cat,,,,,,English,text,print|||unmediated|||volume,"[2], 17 leaves : color illustrations ; 18 cm",text,,"Whittington, Richard -1423",,,,,,,,
,Whittington and his cat,,,,,,English,text,print,[16] p. : ill. ; 14 cm.,Folklore,,"Cats|||Chapbooks, English|||Whittington, Richard -1423",,,,,,,,
,Whittington and his cat: adorned with cuts,,"C. & C. Whittingham (London, England) (printer)",,,,English,text,print|||unmediated|||volume,"93 pages, 1 unnumbered leaf of plates : illustrations (woodcuts) ; 67 mm",Folklore|||Juvenile literature|||Juvenile works|||Specimens|||text,,"Miniature books|||Cats|||Whittington, Richard -1423",,,,,,,,
,Wide awake,,,,,,English,text,print,v. ; 24 cm.,periodical,,,,,,,,,,
,"wide, wide world, The","Warner, Susan, 1819-1885","Dielman, Frederick, 1847-1935",,,,English,text,print,569 p. : ill. ; 20 cm,Fiction,Ellen has difficulty believing that God will take care of her when her dying mother leaves her with the unloving Mrs. Dunscombe.,Christian life,,,,,,,,
,"wide, wide world, The","Warner, Susan, 1819-1885",,,,,English,text,print,"574 p., [8] leaves of plates : ill. ; 19 cm",Fiction,Ellen has difficulty believing that God will take care of her when her dying mother leaves her with the unloving Mrs. Dunscombe.,Christian life,,,,,,,,
,"Widow Davis and the young milliners: a story for young ladies, The","Guernsey, Lucy Ellen, 1826-1899","Cincinnati : Hitchcock & Walden, Sunday School Department.",,,,English,text,print,110 p. : 3 ill. ; 16 cm.,Juvenile literature|||Sunday school literature,,Girls|||Conduct of life|||Work|||Moral and ethical aspects|||Pride and vanity,,,,,,,,
,"widow's sewing machine: or, What a helping hand did for a poor family, The","M'Conaughy, V., Mrs",,,,,English,text,print,66 p. : ill. 15 cm.,,,,,,,,,,,
,"wife of Beith: being an allegorical dialogue, containing nothing but what is recorded in Scripture, The",,,,,,English,text,print,24 p. ; 17 cm.,Chapbooks,,"Chapbooks, Scottish",,,,,,,,
,"Wilful murder!!: Fairburn's account of Captain Moir, a military Scotchman, of Shelhaven House, near Barking, Essex, inhumanly shooting William Malcolm, a poor fisherman, on Wednesday, March 24, 1830",,,,,,English,text,print|||unmediated|||volume,"16 pages, 1 unnumbered leaf of plates : 1 color illustration ; 18 cm",History|||Specimens|||text,,"Crime|||History|||Murder|||Chapbooks|||Chapbooks, English|||Captain Moir, William|||Malcolm, William -1830",1800 - 1899|||19th century,Stanford-le-Hope|||England,,,,,,
,"William and George: The rich boy and the poor boy; or, A contented mind is the best feast. Adorned with cuts",,,,,,English,text,print,23 p. : ill. ; 11 cm.,Specimens,,Chapbooks,,,,,,,,
,William Caxton: the first English printer:  a biography,"Knight, Charles, 1791-1873",,,,,English,text,print,"3 p.l., [vii]-viii, 9-240 p. front. (port.) illus. 14 cm.",biography,,"Caxton, William approximately 1422-1491 or 1492",,,,,,,,
,William Tell: and other stories,,,,,,English,text,print,24 p. : illus. ; 15 cm,Specimens,,Chapbooks,,,,,,,,
,"William Tell, or, The patriot of Switzerland","Florian, 1755-1794","Budden, Maria Elizabeth, 1780?-1832",,,,French|||English,text,print,"205, 5, p. : ill. ; 15 cm.",,,"History|||Juvenile fiction|||Tell, Wilhelm|||Hofer, Andreas 1767-1810",1032-1499|||1789-1810|||Uprising of 1809,Austria|||Tyrol (Austria)|||Switzerland,,,,,,
,Willie and Jessie,"Miller, M. E. (Mary Esther), 1826-1896",American Tract Society,,,,English,text,print,64 p. : ill. ; 12 cm.,Juvenile literature,,Cousins|||Children|||Conduct of life,,,,,,,,
,Willie and Mary's first day at school,,Religious Tract Society (Great Britain),,,,English,text,print,"[6] leaves, [6] leaves of plates : col. ill. ; 27 cm.",Juvenile poetry,,School children|||Schools,,,,,,,,
,"Willis the pilot, a sequel to The Swiss family Robinson; or: Adventures of an emigrant family wrecked on an unknown coast of the Pacific Ocean. Interspersed with tales, incidents of travel, and illustrations of natural history",,"Wyss, Johann David, 1743-1818",,,,English,text,print,"xi, [13]-350 p. front., plates. 18 cm.",Fiction,,,,Oceania,,,,,,
,Wilson's kindling-dépôt: a story for boys,"Parker, Caroline E. R.",,,,,English,text,print,"144 p. front., pl. 16 cm.",,,,,,,,,,,
,"wind-spirit and the rain-goddess, The","Schlimpert, M.","Trauermantel, pseud (translator)|||Séguin, Gerard, 1805-",,,,German|||English,text,print|||unmediated|||volume,"137 pages frontispiece, illustrations",text,,,,,,,,,,
,Wings and stings: a tale for the young,"A. L. O. E., 1821-1893",,,,,English,text,print,"vii, [9]-159 p. front., illus. 16 cm.",Juvenile literature,,Bees,,,,,,,,
,Wings and webs,"Guild, C. S. (Caroline Snowden), 1827-1898",,,,,English,text,print|||unmediated|||volume,189 pages including frontispiece : illustrations ; 18 cm.,Juvenile literature|||Juvenile works|||text,,Insects,,,,,,,,
,"Winter evenings, or, Tales of travellers","Hack, Maria, 1777-1844",,,,,English,text,print,4 v. : ill. ; 15 cm.,,,,,,,,,,,
,Winter snow,"Nesbit, E. (Edith), 1858-1924","Smith, H. Bellingham.",,,,English,text,,1 v. (unpaged) : ill. ; 18 cm.,government publication,,,,,,,,,,
,"Wisdom in miniature, or, The young gentleman and lady's magazine: being a collection of sentences, divine & moral",,"Adams, John, 1765?-1815 (printer)",,,,English,text,print,"1 p. leaves, [5]-30 p. : front., ill. ; 11 cm.",Chapbooks-1805|||Juvenile literature|||Juvenile literature-1805,,"Ownership|||Children|||Conduct of life|||Chapbooks.|||Stone, Wilbur Macey",,"United States, Pennsylvania, Philadelphia|||Pennsylvania. Philadelphia. 1805",,,,,,
,Wise and otherwise,"Pansy, 1841-1930",,,,,English,text,print|||unmediated|||volume,388 pages 3 unnumbered leaves of plates : illustrations ; 19 cm.,Fiction|||Juvenile fiction|||Juvenile works|||Publishers' advertisements-1895|||novel|||text,,Christian life|||Clergy|||Husband and wife|||Parent and child|||Boardinghouses|||Courtship|||Prayer,,"United States, Massachusetts, Boston",,,,,,
,"wishing-cap, The","Sherwood, Mary Martha, 1775-1851",,,,,English,text,print|||unmediated|||volume,29 pages : illustrations ; 11 cm,Fiction|||Juvenile fiction|||Juvenile works|||Specimens|||text,,Orphans|||Children|||Religious life|||Death|||Christian life|||Conversion|||Chapbooks,,,,,,,,
,Witch Winnie: the story of a king's daughter,"Champney, Elizabeth W. (Elizabeth Williams), 1850-1922",,,,,English,text,print,263 p. : ill. ; 16 cm.,,,,,,,,,,,
,"With Clive in India, or, The beginnings of an empire","Henty, G. A. (George Alfred), 1832-1902",,,,,English,text,print|||unmediated|||volume,"378, 16 pages, [6] leaves of plates : illustrations, maps ; 19 cm",Fiction|||History|||Juvenile fiction|||Juvenile works|||text,"Sent to India to make his fortune as a merchant, an English youth returns home after a ten-year adventure in which he makes a fortune and receives military honors while assisting the triumph of British influence in the Indian Empire.","Adventure stories|||Voyages and travels|||Pirates|||Merchants|||Diligence|||Success|||War stories|||Death|||National characteristics, East Indian|||War|||History|||Baron Clive, Robert Clive 1725-1774|||British Occupation of India (1765-1947)","1765-1947|||British occupation, 1765-1947",India,,,,,,
,"With Clive in India, or, The beginnings of an empire","Henty, G. A. (George Alfred), 1832-1902",,,,,English,text,print|||unmediated|||volume,"vi, 336 pages. [10] leaves of plates : illustrations ; 19 cm",Fiction|||History|||Juvenile fiction|||Juvenile works|||text,,"Adventure stories|||Voyages and travels|||Pirates|||Merchants|||Diligence|||Success|||War stories|||Death|||National characteristics, East Indian|||War|||History|||Baron Clive, Robert Clive 1725-1774|||British Occupation of India (1765-1947)","1765-1947|||British occupation, 1765-1947",India,,,,,,
,With Cochrane the dauntless: a tale of the exploits of Lord Cochrane in South American waters,"Henty, G. A. (George Alfred), 1832-1902","Margetson, W. H. (William Henry), 1861-1940 (ill)",,,,English,text,print|||unmediated|||volume,"388, 32 pages, [12] leaves of plates : illustrations ; 19 cm",Biographical fiction-1896|||Fiction|||History|||Juvenile fiction|||Juvenile works|||Publishers' catalogues-1896|||biography|||novel|||text,,"Ship captains|||Sailors|||Revolutions|||Seafaring life|||Prizes (Property captured at sea)|||Prisoners|||Youth and death|||History|||Earl of Dundonald, Thomas Cochrane 1775-1860",,"Chile|||Brazil|||United States, New York, New York",,,,,,
,With Frederick the Great: a story of the Seven Years' War,"Henty, G. A. (George Alfred), 1832-1902","Paget, Walter, 1863-1935 (illustrator)",,,,English,text,print|||unmediated|||volume,"vi, 374, 32 pages, [12] leaves of plates : illustrations, map ; 19 cm.",Biographical fiction-1898|||Fiction|||History|||Juvenile fiction|||Juvenile works|||Publishers' catalogues-1898|||text,,"Seven Years' War, 1756-1763|||Youth|||Conduct of life|||Adventure stories|||Soldiers|||War stories|||Youth and death|||Courtship|||War|||History|||II, King of Prussia Frederick 1712-1786|||Seven Years' War (1756-1763)","1740-1786|||Frederick II, 1740-1786",Prussia|||Germany|||Prussia (Germany),,,,,,
,With Lafayette at Yorktown: the story of how two boys joined the Continental Army,"Otis, James, 1848-1912","Davis, J. Watson. (ill)",,,,English,text,print|||unmediated|||volume,"303, 27, [5] pages, [6] leaves of plates : illustrations ; 20 cm",Fiction|||History|||Juvenile fiction|||Juvenile works|||Publishers' catalogues-1895|||biography|||novel|||text,"During the American Revolution, two boys enlist in the Continental Army and serves as spies for the Marquis de Lafayette.","Youth|||Conduct of life|||Generals|||Spy stories|||Soldiers|||Adventure stories|||Voyages and travels|||Armed Forces|||Officers|||Spies|||History|||marquis de Lafayette, Marie Joseph Paul Yves Roch Gilbert Du Motier 1757-1834|||United States. Continental Army|||American Revolution (1775-1783)","1775-1783|||Revolution, 1775-1783",United States,,,,,,
,"wolf and the young goat: and other fables : illustrated by stories from real life, The","Cupples, George, Mrs, 1839-1898",,,,,English,text,print,31 p. : ill. ; 16 cm.,Juvenile fiction,,Children|||Conduct of life|||Animals,,,,,,,,
,"Wolfert's roost and other papers, now first collected","Irving, Washington, 1783-1859",,,,,English,text,print,"383, 12⁾ p. : ill. ; 20 cm.",,,Advertising specialties|||Specimens|||Publishers' catalogs,,,,,,,,
,Won by the sword: a story of the thirty years' war,"Henty, G. A. (George Alfred), 1832-1902","Sheldon, Charles M., 1857-1946 (ill)|||Charles Scribner's Sons (cph)|||John Wilson and Son (prt)|||University Press (Cambridge, Mass.) (prt)",,,,English,text,print,"vi, 384, 32 p., [12] leaves of plates : ill., map, plans ; 19 cm.",Fiction|||History|||Juvenile fiction|||Juvenile literature-1899|||Juvenile works|||Publishers' catalogues-1899|||novel,,"Thirty Years' War, 1618-1648|||Soldiers|||Swords|||Courage|||Leadership|||War|||Diligence|||War stories|||History|||Thirty Years' War (1618-1648)","1516 - 1714|||Stuarts, 1603-1714|||1618-1648|||House of Austria, 1516-1700|||Louis XIII, 1610-1643","Spain|||France|||Germany|||United States, Massachusetts, Cambridge|||Great Britain|||United States, New York, New York",,,,,,
,"wonder book for boys and girls: comprising stories of classical fables, A","Hawthorne, Nathaniel, 1804-1864","Hawthorne, Nathaniel, 1804-1864",,,,English,text,print,"iv, 290, 56 p., [8] leaves of plate : ill. (some col.) ; 23 cm.",Juvenile literature,A collection of Greek myths retold as fairy tales.,"Mythology, Classical",,,,,,,,
,"wonder book for girls & boys, A","Hawthorne, Nathaniel, 1804-1864","Crane, Walter, 1845-1915|||Rogers, Bruce, 1870-1957 (former owner)",,,,English,text,print|||unmediated|||volume,"x, 210 pages, [19] leaves of plates : color illustrations ; 24 cm",Juvenile literature|||Juvenile works|||text,,"Mythology, Greek|||Mythology, Classical",,,,,,,,
,"wonder-book for girls and boys, A","Hawthorne, Nathaniel, 1804-1864",,,,,English,text,print,224 p. ; 16 cm.,,,"Mythology, Classical|||Juvenile literature",,,,,,,,
,"wonder-book for girls and boys, A","Hawthorne, Nathaniel, 1804-1864","Billings, Hammatt, 1818-1874 (illustrator)",,,,English,text,print|||unmediated|||volume,"vi, 256 pages, 7 unnumbered leaves of plates : illustrations ; 18 cm",Juvenile literature|||Juvenile works|||text,Hawthorne renders into children's reading the classical myths with engravings in the golden age of classical style.,"Mythology, Greek|||Mythology, Classical",,,,,,,,
,"wonder book for girls and boys, A","Hawthorne, Nathaniel, 1804-1864","Church, Frederick S. (Frederick Stuart), 1842-1924 (illustrator)|||H.O. Houghton & Company (printer)",1888,,,English,text,print|||unmediated|||volume,"viii, 150 pages : illustrations ; 27 cm",Juvenile literature|||Juvenile works|||text,,"Mythology, Classical|||Mythology, Greek",,,,,,,,
,"wonderful city of Tokio: or, Further adventures of the Jewett family and their friend Oto Nambo, The","Greey, Edward, 1835-1888",,,,,English,text,print,"xiii, 301 p. incl. front. illus. 23 cm.",,,Description and travel,,Japan|||Tokyo (Japan),,,,,,
,"wonderful hare hunt, The",,,,,,English,text,print,p. [40]-60 p. : ill. ; 21 cm.,,,Children's literature,,,,,,,,
,"wonderful life and adventures of Robinson Crusoe: ornamented with cuts, The","Defoe, Daniel, 1661?-1731",Heaton & Williams (printer),,,,English,text,print,32 p. : ill. ; 11 cm.,Children's stories|||Juvenile fiction,,Castaways|||Shipwrecks|||Shipwreck survival,,,,,,,,
,Wonderful stories for children / by Hans Christian Anderson [sic],"Andersen, H. C. (Hans Christian), 1805-1875",,,,,Danish|||English,text,print,142 p. ill. ; 16 cm.,,,Fairy tales,,Denmark,,,,,,
,"wonderful tea-kettle, The",,"James, T. H., Mrs",,,,English|||Japanese,text,print|||unmediated|||volume,28 unnumbered pages : color illustrations ; 16 cm.,text,,Fairy tales|||Folklore,,Japan,,,,,,
,"wonders of geology, The","Goodrich, Samuel G. (Samuel Griswold), 1793-1860",,,,,English,text,print,"iv, 291 p. : front., illus. ; 18 cm.",Juvenile literature,,Geology,,,,,,,,
,"wonders of the horse: recorded in anecdotes and interspersed with poetry, The","Taylor, Joseph, 1761 or 1762-1844",,,,,English,text,print,"144 p., 4⁾ leaves of plates : ill. ; 14 cm.",,,Horses|||Anecdotes|||Juvenile literature|||Horses in literature,,,,,,,,
,"wood beyond the world, The","Morris, William, 1834-1896","Burne-Jones, Edward Coley, 1833-1898|||Kelmscott Press",,,,English,text,print|||unmediated|||volume,"1 unnumbered leaf of plates, 261 pages : 1 illustration ; 22 cm",Bookplates (Provenance)|||Fantasy fiction|||Printers' devices (Printing)-England-London-19th century|||Silk ties (Binding)-England-London-19th century|||Typefaces (Type evidence)-Chaucer|||Typefaces (Type evidence)-Golden|||Vellum bindings (Binding)-England-London-19th century|||Watermarks (Paper)-England-19th century|||Yapp style bindings (Binding)|||text,,"English literature|||Fantasy fiction, English",1800-1899|||19th century,England,,,,,,
,"woodman: to which are added The galley slave, I'm weel sair'd wi' spunk, Jock of Hazeldean, William's farewell, Jenny the maid of the moor, Oh! lady fair, The",,,,,,English,text,print,8 p. ; 15 cm,Specimens,,"Chapbooks, English|||Chapbooks|||English poetry|||Scottish authors|||Scottish poetry",19th century,Scotland,,,,,,
,Woodworth's youth's cabinet,,,,,,English,text,print,v. : ill. ; 18 cm.,periodical,,Youth|||Periodicals,,United States,,,,,,
,"wooing of Osyth: a story of the Saxons, The","Sizer, Kate Thompson.",,,,,English,text,print|||unmediated|||volume,"xvi, 255 pages : illustrations ; 20 cm",text,,,,,,,,,,
,Work: a story of experience,"Alcott, Louisa May, 1832-1888","Eytinge, Solomon, 1833-1905",,,,English,text,print|||unmediated|||volume,"[6], 443 pages : illustrations ; 18 cm",Fiction|||History|||text,,Conduct of life|||Women|||Employment|||History|||American Civil War (1861-1865),"1861 - 1865|||Civil War, 1861-1865",United States,,,,,,
,Work and win: an interesting weekly for young America,,,,,,English,text,print|||unmediated|||volume,volumes ; 29 cm,Dime novels|||Periodicals|||Specimens|||periodical|||text,,Dime novels,,New York (State)|||New York|||New York (N.Y.),,,,,,
,"workman: his false friends and his true friends, The","Thompson, Joseph P. (Joseph Parrish), 1819-1879",,,,,English,text,print,254 p. ; 18 cm.,,,Working class|||Labor movement|||Labor,,,,,,,,
,"works of Charles Lamb, The","Lamb, Charles, 1775-1834",,,,,English,text,print,5 v. in 3. ; 19 cm.,,,,,,,,,,,
,"world and its inhabitants, The","Goodrich, Samuel G. (Samuel Griswold), 1793-1860",,,,,English,text,print,"1 p. l., iv, [5]-328 p. front. 18 cm.",,,Physical geography,,,,,,,,
,"world as it is, and as it has been, or, a comprehensive geography and history, ancient and modern, The","Goodrich, Samuel G. (Samuel Griswold), 1793-1860",,,,,English,text,print,"272, 8⁾ p. : ill., col. maps ; 27 cm.",,,Geography|||World history,,,,,,,,
,"World turned upside down, or, No news, and strange news, The",,"Kendrew, James (printer)",,,,English,text,print|||electronic resource|||remote,"30, [2] p. : ill. (wood engravings) ; 10 cm.",Specimens,Descriptions in verse of strange and impossible situations illustrated by 29 woodcuts.,Children's poetry|||Picture books for children|||Chapbooks,,,,,,,,
,World-wide fables,,,,,,English,text,print,"[6] leaves, [6] leaves of plates : col. ill. ; 27 cm.",Juvenile poetry|||Juvenile works|||Poetry,,Children's poetry|||Picture books for children|||Animals|||Birds|||City and town life|||Fathers and sons|||Fables,,"United States, New York, New York",,,,,,
,"Worlds displayed: for the benefit of young people, by a familiar history of some of their inhabitants","Campbell, John, 1766-1840","Bailey, Lydia R., 1779-1869 (printer)|||Rosenbach, A. S. W. (Abraham Simon Wolf), 1876-1952 (donor)",,,,English,text,print,52 p. ; 14 cm,Juvenile literature|||Juvenile works,,Christian life|||Tract societies|||Religious literature,,Philadelphia|||Pennsylvania,,,,,,
,"Worth and wealth, or, Jessie Dorr","Leslie, Madeline, 1815-1893","Pierce, William J. (engraver)|||Hyde, J. (illustrator)",,,,English,text,print|||unmediated|||volume,"263 pages, [2] leaves of plates : illustrations ; 18 cm.",Fiction|||Juvenile fiction|||Juvenile works|||novel|||text,,Christian life|||Girls|||Conduct of life|||Children and death|||Farm life|||Filial piety|||Inheritance and succession|||Parent and child,,"United States, Massachusetts, Boston|||United States, New York, New York|||United States, Ohio, Cincinnati",,,,,,
,"worthy communicant: a discourse of the nature, effects and blessings consequent to the worthy receiving of the Lord's Supper, The","Taylor, Jeremy, Bp. of Down and Connor, 1613-1667",,,,,English,text,print,"xii, 408 p. 24 cm.",,,Lord's Supper|||Church of England|||Sacraments,,,,,,,,
,"wreck of the circus, The","Otis, James, 1848-1912",C.J. Peters & Son (tyg),,,,English,text,print|||unmediated|||volume,"97 pages, 1 unnumbered leaf of plates : illustrations ; 20 cm",Fiction|||Juvenile fiction|||Juvenile literature-1897|||Juvenile works|||Publishers' advertisements-1897|||novel|||text,,Circus|||Amusements|||Circus animals|||Children|||Conduct of life|||Brothers|||Storms|||Attitude change,,"United States, Massachusetts, Boston|||United States, New York, New York",,,,,,
,"wren, or, The fairy of the green-house: consisting of song, story, and dialogue : founded upon actual incidents, and put together for the amusement and instruction of three little boys, during the confinement of their mother, The",,,,,,English,text,print,63 p. : ill. (woodcuts) ; 14 cm.,Juvenile poetry,,Boys|||Conduct of life,,,,,,,,
,"wrong box, The","Stevenson, Robert Louis, 1850-1894|||Osbourne, Lloyd, 1868-1947",,,,,English,text,print,"[2], vii, [1], 244 p. ; 19 cm.",,,,,,,,,,,
,"Yankee enterprise, or, The two millionaires: and other thrilling tales, The",,,,,,English,text,print|||unmediated|||volume,"6, [25]-334 pages : illustrations ; 18 cm",Fiction|||text,,Travel|||Description and travel,,"Africa, North",,,,,,
,"young adventurer, or, Tom's trip across the plains, The","Alger, Horatio, Jr, 1832-1899",,,,,English,text,print|||unmediated|||volume,"293 pages, 4 leaves of plates : illustrations ; 20 cm.",text,,,,,,,,,,
,Young Americans abroad: being a family flight by four young people and their parents through France and Germany,"Hale, Edward Everett, 1822-1909","Hale, Susan, 1833-1910",,,,English,text,print,245 p. : ill. ; 24 cm.,,,Description and travel,,Germany (West)|||Germany|||France,,,,,,
,"young American's picture gallery: With seventy illustrations, The",,"Croome, William, 1790-1860 (ill)|||Gilbert & Gihon (engraver)",,,,English,text,print,"150, [6] p. : ill., ports. ; 24 cm.",Juvenile literature|||Pictorial works,,Statesmen|||Patriotism in art|||History,,United States,,,,,,
,"young cottager: an authentic narrative, The","Richmond, Legh, 1772-1827","Seymour, Jonathan, 1778-1841 (printer)|||Richmond, Legh, 1772-1827",,,,English,text,print,36 p. : ill. ; 14 cm.,Juvenile literature-1817|||Labels (Provenance)|||Printed wrappers (Binding)|||Prize books (Provenance)|||Prize inscriptions (Provenance)|||Relief prints|||Rewards of merit,,Sunday school literature|||Children|||Religious life|||Girls|||Young women|||Death|||Religious aspects|||Poor|||Conversion|||Clergy|||Last words,,"United States, New York, New York",,,,,,
,"young Crusoe, or, The shipwrecked boy, The","Hofland, (Barbara), Mrs, 1770-1844",,,,,English,text,print,"viii, [9]-186 p., 4 leaves of plates : ill. ; 16 cm.",Juvenile fiction|||Specimens,"Young Charles Crusoe, who wished he could claim kinship with the mariner Robinson Crusoe, experiences similar adventures when he and his father are shipwrecked on their voyage from India to England.","Robinsonades|||Shipwrecks|||Survival after airplane accidents, shipwrecks, etc",,,,,,,,
,Young folks' Bible history,"Yonge, Charlotte M. (Charlotte Mary), 1823-1901",,,,,English,text,print,414 p. : ill. ; 19 cm.,,,"Juvenile literature|||Bible stories, English|||Bible stories",,,,,,,,
,"young folks' cyclopædia of common things, The","Champlin, John Denison, 1834-1915",,,,,English,text,print,"v, 690 p. illus., 2 col. pl. 21 cm.",,,Encyclopedias and dictionaries|||Children's encyclopedias and dictionaries,,,,,,,,
,Young folks' history of England,"Yonge, Charlotte M. (Charlotte Mary), 1823-1901",,,,,English,text,print,"415 p. : ill., front., plates, ports. ; 19 cm.",,,History|||Juvenile literature,,Great Britain,,,,,,
,Young folks' history of France,"Yonge, Charlotte M. (Charlotte Mary), 1823-1901",,,,,English,text,print,"500 p. : ill., front., plates ; 19 cm.",,,History|||Juvenile literature,,France,,,,,,
,Young folks' history of Germany,"Yonge, Charlotte M. (Charlotte Mary), 1823-1901",,,,,English,text,print,"xi, 474 p. : ill., plates, map ; 19 cm.",,,History|||Juvenile literature,,Germany,,,,,,
,Young folks' history of Greece,"Yonge, Charlotte M. (Charlotte Mary), 1823-1901",,,,,English,text,print|||unmediated|||volume,427 pages : illustrations ; 19 cm,History|||Juvenile literature|||Juvenile works|||text,,History,,Greece,,,,,,
,Young folks' history of Rome,"Yonge, Charlotte M. (Charlotte Mary), 1823-1901",,,,,English,text,print,"443 p. : ill., front., plates ; 19 cm.",,,Rome|||History|||Juvenile literature,,,,,,,,
,"young fur-traders, or, Snowflakes and sunbeams from the far north: a tale, The","Ballantyne, R. M. (Robert Michael), 1825-1894","Dalziel, Edward, 1817-1905 (egr)|||Dalziel, George, 1815-1902 (egr)",,,,English,text,print|||unmediated|||volume,"vi, 429, [12] pages, [7] leaves of plates : illustrations ; 19 cm.","Boys, Stories for-1881|||Fiction|||Juvenile fiction|||Juvenile works|||text",,Fur traders|||Indians of North America,,"Canadian Northwest|||Canada|||Northwest, Canadian|||England, London|||Scotland, Edinburgh|||United States, New York, New York",,,,,,
,"young girl's book of healthful amusements and exercises, The",,,,,,English,text,print,24 p. : ill. ; 16 cm.,,,Exercise for girls|||Physical education for girls|||Calisthenics,,,,,,,,
,"young girl's wooing, A","Roe, Edward Payson, 1838-1888",,,,,English,text,print|||unmediated|||volume,"482 pages, 1 unnumbered leaf of plates : 1 illustration ; 19 cm.",Fiction|||Juvenile fiction|||Juvenile works|||text,,Courtship|||Seduction|||Romance fiction,,,,,,,,
,Young glory: patriotic war stories,,,,,,English,text,print|||unmediated|||volume,volumes : illustrations ; 28 cm,Fiction|||Periodicals|||Specimens|||War stories|||periodical|||text,,Dime novels|||Soldiers,,,,,,,,
,"young hermit, or, Adventures afloat and ashore, The","Optic, Oliver, 1822-1897",,,,,English,text,print|||unmediated|||volume,311 pages ; 18 cm.,text,,,,,,,,,,
,Young Klondike: stories of a gold seeker,,Frank Tousey (Firm),,,,English,text,print|||unmediated|||volume,39 no. ; 29 cm.,Dime novels-New York (State)-New York-19th century|||Fiction|||Periodicals|||Publishers' advertisements-New York (State)-New York-1899|||Specimens|||series|||text,,Dime novels|||Gold mines and mining|||Gold discoveries,,Yukon Territory|||Klondike River Valley|||Klondike River Valley (Yukon)|||Yukon,,,,,,
,"young lady's book of Christian education: a summary of the principal evidences for the truth and divine origin of the Christian religion, The","Porteus, Beilby, 1731-1809",,,,,English,text,print,"220, 4 p. ; 14 cm.",,,Christianity|||Juvenile literature|||Conduct of life,,,,,,,,
,"young lady's book, or, Principles of female education, The","Hosmer, William.",,,,,English,text,print,"301 p., 1⁾ leaf of plates : ill. ; 19 cm.",,,Women|||Social and moral questions|||Juvenile literature|||Education|||Self-culture,,,,,,,,
,"young lady's offering, or, Gems of prose and poetry, The",,"Sigourney, L. H. (Lydia Howard), 1791-1865",,,,English,text,print|||unmediated|||volume,"264 pages, 3 unnumbered leaves of plates : illustrations ; 20 cm",Juvenile literature|||Juvenile works|||text,,Christian life|||Children's poetry|||Gift books,,,,,,,,
,"Young lady's own book: a manual of intellectual improvement and moral deportment, The",,,,,,English,text,print,"ii⁾, 320 p., 1⁾ leaf of plates : ill., front. ; 13 cm.",,,Women|||Conduct of life|||Young women,,,,,,,,
,"young lieutenant, or, The adventures of an army officer: a story of the Great Rebellion, The","Optic, Oliver, 1822-1897","Champney, W. L. (illustrator)|||Andrew, John, 1815-1870 (engraver)|||Optic, Oliver, 1822-1897",,,,English,text,print|||unmediated|||volume,"373 pages, 10 unnumbered pages, 4 unnumbered leaves of plates : illustrations ; 18 cm.",Fiction|||History|||Juvenile fiction|||Juvenile works|||text,,Youth|||Conduct of life|||Soldiers|||History|||American Civil War (1861-1865),"1861 - 1865|||Civil War, 1861-1865",United States,,,,,,
,"young man's counsellor; or, Sketches and illustrations of the duties and dangers of young men: designed to be a guide to success in this life, and to happiness in the life which is to come, The","Wise, Daniel, 1813-1898",,,,,English,text,print,255 p. front. 18 cm.,,,Conduct of life,,,,,,,,
