id,title,uniform_title,alternative_title,enumeration_chronology,creator,contributor,associated_name,publication_place,publisher,publication_date,start_date,end_date,encoded_date,creation_date,display_date,copyright_date,edition,issuance,frequency,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,preceded_by,succeeded_by,isbn,issn,lccn,oclcn,url
9995373783406236,Vértice: escritas negras,,,,"Guimarães, Moisés|||Ricco, Simone",,"Guimarães, Moisés (editor)|||Ricco, Simone (editor)",Rio de Janeiro :,"Malê,",,,,2018,,,2018,,monographic,,Portuguese,text,print|||unmediated|||volume,123 pages ; 21 cm,Fiction|||Short stories|||short story|||text,,"Short stories, Brazilian|||Blacks",,Brazil,,,,9788592736439|||8592736439,,2019307430,,
9995373793406236,Arqueologia e história da cultura material na África e na diáspora africana,,,,"Santos, Vanicléia Silva|||Symanski, Luís Cláudio Pereira|||Holl, Augustin",,"Santos, Vanicléia Silva (editor)|||Symanski, Luís Cláudio Pereira (editor)|||Holl, Augustin (editor)","Curitiba, PR :","Brazil Publishing,",,,,2019,,,,,monographic,,English|||Portuguese,text,print|||unmediated|||volume,458 pages : illustrations ; 23 cm.,bibliography|||still image|||text,,Archaeology and history|||Material culture|||African diaspora|||Blacks|||Antiquities|||History|||Civilization,,Brazil|||Africa,,,,9788568419939|||8568419933|||9788568419946,,,,
9995373803406236,Café,,,,"Dona Jacira, 1964-",,"Dona Jacira, 1964- (author)",Zona Norte de São Paulo :,LiteraRUA :,,,,2018,,,,1a edição.,monographic,,Portuguese,text,print|||unmediated|||volume,439 pages : illustrations ; 23 cm,biography|||text,,"Women, Black|||Women authors, Black|||Blacks|||Social conditions|||Dona Jacira 1964-",,São Paulo|||Brazil,,,,9788566892185|||8566892186,,,,
9995373913406236,"extermínio da juventude negra: uma análise sobre os ""discursos que matam"", O",,,,"Morais, Rômulo Fonseca",,"Morais, Rômulo Fonseca (author)","Rio de Janeiro, RJ :","Editora Revan,",,,,2019,,,2019,,monographic,,Portuguese,text,print|||unmediated|||volume,302 pages ; 21 cm,bibliography|||text,,"Discrimination in juvenile justice administration|||Racial profiling in law enforcement|||Youth, Black|||Legal status, laws, etc|||Minority youth|||Social conditions|||Criminal law|||Criminology|||Race relations",,Brazil,,,,9788571066250|||8571066256,,2019312943,,
9995385203406236,"Cofradías de indios y negros: origen, evolución y continuidades",,,,"Serrano Espinosa, Teresa Eleazar|||Jarillo Hernández, Ricardo",,"Serrano Espinosa, Teresa Eleazar (editor)|||Jarillo Hernández, Ricardo (editor)",Ciudad de México :,"Secretaría de Cultura, Instituto Nacional de Antropología e Historia,",,,,2018,,,2018,Primera edición.,monographic,,Spanish,text,print|||unmediated|||volume,"357 pages : illustrations, maps ; 23 cm.",Case studies|||History|||bibliography|||government publication|||text,,Cofradías (Latin America)|||History|||Indians of Mexico|||Religion|||Blacks|||Confraternities|||Brotherhoods|||Church history,,Latin America|||Mexico,,,,9786075391960|||6075391967,,2019415054,,
9995385383406236,"Mulatos e indios acusados de brujería en la Villa de Santiago de los Valles, intendencia de San Luis Potosí, siglo XVIII",,,,"Gallardo Arias, Patricia",,"Gallardo Arias, Patricia (author)",Ciudad de México :,"Secretaría de Cultura, Instituto Nacional de Antropología e Historia,",,,,2018,,,2018,Primera edición.,monographic,,Spanish,text,print|||unmediated|||volume,133 pages ; 23 cm.,History|||bibliography|||government publication|||text,"""Este libro trata acerca de las acusaciones por brujería, hechicería y maleficio que ocurrieron en el siglo XVIII en pueblos y haciendas pertenecientes a la jurisdicción de la Villa de Santiago de los Valles, hoy San Luis Potosí. En esta sociedad de frontera y pluriétnica convivieron mulatos, negros, españoles, mestizos, pames, y jonaces; sus relaciones sociales, económicas y culturales traslucen en las denuncias ante el Tribunal de la Inquisición, en ellas se encuentra información sobre alianzas y facciones, ambiciones y aspiraciones morales, conceptos y creencias sobre brujería, la definición de algunas enfermedades, valores, reglas morales y conceptos legales de esa época. Las creencias españolas sobre la brujería toman forma y se adaptan culturalmente entre la población de la Nueva España, así lo atestiguan los tres casos que se analizan, en ellos se acusa a mulatos por ser brujos y hechiceros. Sus historias permiten sugerir que además de las creencias sobre brujería hay detrás de ellas conflictos cotidianos, sociales y laborales.""",Witchcraft|||History|||Trials (Witchcraft)|||Racially mixed people|||Social conditions|||Indians of Mexico|||Race relations|||Witches,1700-1799|||18th century,Ciudad Valles Region|||San Luis Potosí (State)|||Mexico|||San Luis Potosí (Mexico : State)|||Ciudad Valles Region (Mexico),,,,9786075391700|||6075391703,,2019415159,,
9995571973406236,Negociaciones de sangre: dinámicas racializantes en el Puerto Rico decimonónico,,,,"Baerga, María del Carmen",,"Baerga, María del Carmen (author)",Madrid :,Iberoamericana ;,,,,2015,,,,,monographic,,Spanish,text,electronic resource|||remote|||computer|||online resource,1 online resource.,Electronic books|||bibliography|||text,,Race awareness|||History|||Race relations|||Social conditions|||Population,19th century,Puerto Rico,,,,9783954878307|||3954878305|||9788484897989|||8484897982|||9783954873456|||3954873451,,,,http://pitt.idm.oclc.org/login?url=http://www.digitaliapublishing.com/a/56888/
9995572513406236,Reglamento de esclavos de Cuba,Reglamento de esclavos (1842),,,,Cuba (enacting jurisdiction),Cuba (enacting jurisdiction),Barcelona :,"www.linkgua-digital.com,",,,,2017,,,,,monographic,,Spanish,text,electronic resource|||remote|||computer|||online resource,1 online resource.,Electronic books|||legislation|||text,,Slavery|||History|||Law and legislation,19th century,Cuba,,,,9788498973822|||8498973821,,,,http://pitt.idm.oclc.org/login?url=http://www.digitaliapublishing.com/a/55354/
9995572533406236,Hampa afro-cubana: los negros brujos : apuntes para un estudio de antropología criminal,,,,"Ortiz, Fernando, 1881-1969",,"Ortiz, Fernando, 1881-1969 (author)",Barcelona :,"www.linkgua-digital.com,",,,,2016,,,,,monographic,,Spanish,text,electronic resource|||remote|||computer|||online resource,1 online resource,Electronic books|||text,,Blacks|||Witchcraft|||Vodou|||Criminal anthropology,,Cuba,,,,9788490073919|||8490073910|||9788490072684|||849007268X,,,,http://pitt.idm.oclc.org/login?url=http://www.digitaliapublishing.com/a/48678/
9995588123406236,Interseccionalidade,,,,"Akotirene, Carla",,"Akotirene, Carla (author)",São Paulo :,"Pólen,",,,,2019,,,,,monographic,,Portuguese,text,print|||unmediated|||volume,"150 pages, 1 unnumbered page ; 16 cm.",bibliography|||text,,"Feminism|||Women, Black|||Social conditions|||Blacks|||Politics and government",21st century,Brazil,,,,9788598349695|||8598349690,,,,
9995588133406236,Racismo recreativo,,,,"Moreira, Adilson José",,"Moreira, Adilson José (author)",São Paulo :,"Pólen,",,,,2019,,,,,monographic,,Portuguese,text,print|||unmediated|||volume,223 pages ; 16 cm.,bibliography|||text,,Blacks|||Social conditions|||Racism|||Stereotypes (Social psychology) in mass media|||Wit and humor|||Social aspects,21st century,Brazil,,,,9788598349701|||8598349704,,,,
9995588143406236,Empoderamento,,,,"Berth, Joice",,"Berth, Joice (author)",São Paulo :,"Pólen,",,,,2019,,,2019,,monographic,,Portuguese,text,print|||unmediated|||volume,183 pages ; 16 cm.,bibliography|||text,,"Women, Black|||Political activity|||Social conditions|||Power (Social sciences)",21st century,Brazil,,,,9788598349756|||8598349755,,,,
9995588153406236,Racismo estrutural,,,,"Almeida, Silvio",,"Almeida, Silvio (author)",São Paulo :,"Pólen,",,,,2019,,,2019,,monographic,,Portuguese,text,print|||unmediated|||volume,255 pages ; 16 cm.,bibliography|||text,,Racism|||Philosophy|||Blacks|||Race identity|||Equality|||Equality before the law|||Race relations,,Brazil,,,,9788598349749|||8598349747,,,,
9995588303406236,Encarceramento em massa,,,,"Borges, Juliana",,"Borges, Juliana (author)",São Paulo :,"Pólen,",,,,2019,,,2019,,monographic,,Portuguese,text,print|||unmediated|||volume,143 pages ; 16 cm.,bibliography|||text,,"Prisoners|||Social conditions|||Prisons|||Social aspects|||Women, Black|||Blacks",21st century,Brazil,,,,9788598349732|||8598349739,,,,
9995591343406236,1819: el grito de independencia en el Norte Chico,,El grito de independencia en el Norte Chico del Perú|||Mil ochocientos diecinueve,,"Aguilar Candiotti, Zelmira",,"Aguilar Candiotti, Zelmira (author)",[Lima] :|||Cercado de Lima :,"[publisher not identified],|||Imprenta Cruz,",,,,2019,2019.,,,Primera edición.,monographic,,Spanish,text,print|||unmediated|||volume,"119 pages : illustrations, maps, facsimiles ; 24 cm",History|||bibliography|||text,,Revolutionaries|||Blacks|||Independence movements|||Slaves,1819|||19th century,Peru,,,,,,,,
9995591363406236,Negra: esclava y religiosa,,,,"Aguilar Candiotti, Zelmira",,"Aguilar Candiotti, Zelmira (author)","[Colinas del Prado, Surco] :","[publisher not identified],",,,,2018,,,,Primera edición.,monographic,,Spanish,text,print|||unmediated|||volume,149 pages : illustrations ; 24 cm,History|||bibliography|||text,"The work addresses the avatars that surrounded the enslaved Afro-Peruvian women during the colonial era. In that context, rediscover the forgotten women of history, the milk lovers, mostly Black women who exercised the profession of breastfeeding and raising other people's children. It also reconstructs the history of those Afro-Peruvian women who converted to the Christian religion and who went beyond the role granted to them from the Church's ecclesiastical institutionality, as is the case of Úrsula de Jesús.","Women slaves|||History|||Slavery|||Women, Black|||Religion|||Jesús, Ursula de, ǂd 1604-1666",,Peru,,,,9786120039533|||6120039538,,,,
9995591853406236,Tejidos mediáticos de lo negro: hacia una topografía racializada de la nación colombiana,,Hacia una topografía racializada de la nación colombiana,,"Zapata Cortés, Catalina",,"Zapata Cortés, Catalina (author)","Bogotá, D.C. :","Pontificia Universidad Javeriana,",,,,2018,,,,Primera edición.,monographic,,Spanish,text,print|||unmediated|||volume,168 pages ; 24 cm.,bibliography|||text,,Blacks|||Blacks and mass media|||Blacks in mass media|||Blacks in popular culture|||Racism|||Mass media and minorities,,Colombia,,,,9789587812961|||9587812964,,,,
9995592603406236,"despensa de la cocina afrovenezolana, La",,,,"Cartay Angulo, Rafael, 1941-",,"Cartay Angulo, Rafael, 1941- (author)","Caracas, Venezuela :","Fundación Bigott,",,,,2018,,,,Primera edición.,monographic,,Spanish,text,print|||unmediated|||volume,125 pages : maps (some color) ; 22 cm.,Cookbooks|||History|||bibliography|||cartographic image|||text,"""Con 'La despensa de la cocina afrovenezolana,' Rafael Cartay -- conocido estudioso de la cultura, la historia y la evolución social de la cocina venezolana -- analiza el origen e impacto de la población negra esclavizada en la configuración de la cocina criolla. ... Un recetario parcial de cocina afrovenezolana enriquece este estudio..."" -- Back cover.","Cooking|||History|||Cooking, Creole|||Cooking, Venezuelan|||Blacks",,Venezuela,,,,9789807245517|||9807245516,,,,
9995709353406236,"Negros modernos: asociacionismo político, mutual y cultural en el Río de la Plata a fines del Siglo XIX",,,,"Goldman, Gustavo, 1961-",,"Goldman, Gustavo, 1961- (author)","Montevideo, Uruguay :","Perro Andaluz Ediciones,",,,,2019,,,2019,Primera edición.,monographic,,Spanish,text,print|||unmediated|||volume,256 pages : illustrations ; 23 cm,History|||bibliography|||text,,Blacks|||Social life and customs|||Political activity|||History|||Social conditions,1800-1899|||19th century,Buenos Aires|||Buenos Aires (Argentina)|||Montevideo|||Montevideo (Uruguay)|||Uruguay|||Argentina,,,,9789974836150|||9974836158,,,,
9995709523406236,Entre el Atlántico y el Pacífico Negro: afrodescendencia y regímenes de desigualdad en Sudamérica,,,,"Góngora Mera, Manuel Eduardo|||Vera Santos, Rocío|||Costa, Sérgio, 1961-",,"Góngora Mera, Manuel Eduardo (author)|||Vera Santos, Rocío (author)|||Costa, Sérgio, 1961- (author)",Madrid :,Iberoamericana ;,,,,2019,,,,,monographic,,Spanish,text,print|||unmediated|||volume,656 pages : maps ; 23 cm.,bibliography|||text,,Slavery|||History|||Equality|||Law and legislation|||Blacks|||Race relations|||Social stratification,,South America,,,,9788491920847|||8491920846|||9783964568656|||3964568651,,2019466741,,
9995712223406236,"Unmastering the script: education, critical race theory, and the struggle to reconcile the Haitian other in Dominican identity",,"Education, critical race theory, and the struggle to reconcile the Haitian other in Dominican identity",,"Wigginton, Sheridan|||Middleton, Richard T., IV, 1974-",,"Wigginton, Sheridan (author)|||Middleton, Richard T., IV, 1974- (author)","Tuscaloosa, Alabama :","The University of Alabama Press,",,,,2019,,,,,monographic,,English,text,print|||unmediated|||volume,113 pages : illustrations ; 24 cm,bibliography|||text,"""""Unmastering the Script: The Struggle to Reconcile the Haitian Other in Dominican Identity"" examines how school curriculum-based representations of Dominican identity navigate black racial identity, its relatedness to Haiti, and the culturally entrenched pejorative image of the Haitian Other in Dominican society. The authors analyze how social science textbooks and historical biographies intended for young Dominicans reflect an increasing shift toward a clear and public inclusion of blackness in Dominican identity that serves to renegotiate the country's long-standing ""anti-black"" racial master script. This book argues that although many of the attempts at this inclusion reflect a lessening of ""black denial,"" when considered as a whole, the materials often struggle to find a consistent and coherent narrative for the place of blackness within Dominican identity, particularly as blackness continues to be meaningfully related to the otherness of Haitian racial identity""--","Blacks|||Race identity|||Dominicans (Dominican Republic)|||Ethnic identity|||Haitians|||National characteristics, Haitian|||Foreign public opinion, Dominican|||Textbook bias|||National characteristics, Dominican|||Curriculum change|||Ethnicity|||Race relations",,Dominican Republic,,,,9780817320317|||0817320318|||9780817392451,,2019001161,,
9995757903406236,"elite do atraso: da escravidão a Bolsonaro, A",,,,"Souza, Jessé",,"Souza, Jessé (author)","[Rio de Janeiro, Brazil] :","Estação Brasil,",,,,2019,,,,Edição revista e ampliada.,monographic,,Portuguese,text,print|||unmediated|||volume,271 pages ; 23 cm,History|||bibliography|||text,,Social classes|||Elite (Social sciences)|||Blacks|||Social conditions|||Race discrimination|||Slavery|||Power (Social sciences)|||Political corruption|||Law and legislation|||Economic conditions,2000-2099,Brazil,,,,9788556080424|||8556080421,,2019308532,,
9995757983406236,"Eu, mulher negra, escrevo",Poems. Selections,,,"Silva, Selma Maria da",,"Silva, Selma Maria da (author)",Rio de Janeiro :,"Outras Letras,",,,,2019,,,2019,,monographic,,Portuguese,text,print|||unmediated|||volume,32 pages : illustrations ; 21 cm,Brazilian poetry|||Poetry|||text,,"Blacks|||Women, Black|||Brazilian poetry|||Black authors|||Brazilian literature",,Brazil,,,,9788584880638|||8584880631,,,,
9995764143406236,Tres leyendas afrocubanas =: Three Afro-Cuban legends,,Three Afro-Cuban legends|||Leyendas afrocubanas de Matanzas =|||Afro-Cuban legends of Matanzas,,"Velazco, Bárbaro E.|||Domínguez, Israel, 1973-","Domínguez, Israel, 1973- (translator)","Velazco, Bárbaro E. (editor)|||Domínguez, Israel, 1973- (editor, translator)",Matanzas :,"Ediciones Matanzas,",,,,2016,,,,,monographic,,Spanish|||English,text,print|||unmediated|||volume,39 pages ; 28 cm,Folklore|||text,,Santeria|||Legends|||Religion,,Matanzas (Province)|||Matanzas (Cuba : Province)|||Cuba,,,,9789592684072|||9592684073,,,,
99746133406236,Caribbean transformations,,,,"Mintz, Sidney W. (Sidney Wilfred), 1922-2015",,,Baltimore,Johns Hopkins University Press,,1984,1974,1984/1974,,,,Johns Hopkins paperbacks ed.,monographic,,English,text,print,"xii, 355 p. ; 21 cm.",bibliography,,Slavery|||Peasants|||Plantations|||Politics and government,,Caribbean Area; Caribbean Sea|||Caribbean Area,,,,0801831563 (pbk.),,83019997,,
99752133406236,"esclavos y la Virgen del Cobre: dos siglos de lucha por la libertad de Cuba, Los",,,,"Marrero, Leví.",,,"Miami, Florida",Ediciones Universal,,,,,,,,,monographic,,Spanish,text,print,32 p. : ill. ; 23 cm.,bibliography,,Slavery|||Copper mines and mining|||History,,Santiago del Prado (Cuba)|||Cuba|||Santiago del Prado,,,,089729243,,79056290,,
99753463406236,"Slave populations of the British Caribbean, 1807-1834",,,,"Higman, B. W., 1943-",,,Baltimore,Johns Hopkins University Press,,,,1984,,,,,monographic,,English,text,print,"xxxiii, 781 p. : ill. ; 24 cm.",bibliography,,Slavery|||History,19th century,"West Indies|||Caribbean Area; Caribbean Sea|||West Indies, British|||Caribbean Area",,,,0801830362,,83022203,,
997159143406236,Ayapá: cuentos de Jicotea,,,,"Cabrera, Lydia.",,,"Miami, Fla|||Zaragosa, Spain",Ediciones Universal|||Cometa,,,,1971,,,,,monographic,,Spanish,text,print,269 p. ; 19 cm.,,,Tales|||Blacks|||Folklore,,Cuba,,,,,,,,
997171163406236,Iniciación a la poesía afro-americana,,,,,"Pamies, Alberto N. (joint comp)","Pamies, Alberto N. (joint comp)","Miami, Fla",Ediciones Universal,,,,1973,,,,,monographic,,Spanish,text,print,213 p. 21 cm.,,,Spanish American poetry|||Black authors|||History and criticism|||Cuban poetry,,Cuba,,,,,,72088962 //r84,,
997171343406236,"negro y lo mulato en la poesía cubana, Lo",,,,"Pereda Valdés, Ildefonso, 1899-1996",,,Montevideo],Ediciones Ciudadela,,,,1970,,,,,monographic,,Spanish,text,print,166 p. 20 cm.,bibliography,,Cuban poetry|||Black authors|||History and criticism,20th century,,,,,,,73566153,,
997187833406236,Cuentos negros de Cuba,,,,"Cabrera, Lydia.",,,La Habana],La Verónica,,,,1940,,,,,monographic,,Spanish,text,print,"278 p., 2 l. 17cm.",,,Blacks|||Fiction,,Cuba,,,,,,a 41001811,,
997196263406236,"ancestral africano en la narrativa de Lydia Cabrera, Lo",,,,"Valdés-Cruz, Rosa.",,,Barcelona,Vosgos,,,,,,,,1. ed.,monographic,,Spanish,text,print,113 p. ; 21 cm.,Folklore|||bibliography,,"Blacks in literature|||Blacks|||Folklore|||Cabrera, Lydia",,Cuba,,,,843460082X :,,75547830 //r832,,
997238183406236,"negro y el indio en la sociedad ecuatoriana, El",,,,"Díaz O., Oswaldo A.","Díaz O., Oswaldo A.",,Bogotá,Ediciones Tercer Mundo,,,,,,,,1. ed.,monographic,,Spanish,text,print,73 p. ; 21 cm.,bibliography,,"Blacks|||Social conditions|||Indians of South America|||Education|||Ortiz, Adalberto|||Juyungo",,Ecuador,,,,,,79101553 //r85,,
997417683406236,Essays on eighteenth-century race relations in the Americas,,,,,"Saeger, James Schofield.|||Lawrence Henry Gipson Institute",,"Bethlehem, Pa",The Lawrence Henry Gipson Institute,,,,,,,,,monographic,,English,text,print,156 p. ; 22 cm.,bibliography,,Race relations,,Latin America|||United States,,,,0944828000,,,,
9971359103406236,"Brujería y reconstrucción de identidades entre los Africanos y sus descendientes en la Nueva Granada, siglo XVII",,,,"Maya Restrepo, Luz Adriana.",,,"Bogotá, Colombia",Ministerio de Cultura,,,,,,,,1. ed.,monographic,,Spanish,text,print,808 p. : col. ill. ; 22 cm.,bibliography,,History|||Witchcraft|||Blacks|||Social life and customs|||Religion|||Church history|||Catholic Church,17th century,Colombia,,,,9588250048|||9789588250045,,2005437866,,
9971360733406236,Cátedra afrocolombiana: orientaciones curriculares,,,,"Róvira de Córdoba, Cidenia.","Córdoba Cuesta, Darcio Antonio.",,Bogotá,Corporación Identidad Cultural,,,,,,,,1. ed.,monographic,,Spanish,text,print,87 p. ; 24 cm.,bibliography,,Blacks|||Study and teaching,,Colombia,,,,9583316865|||9789583316869,,,,
9971361513406236,"oeste das Minas: escravos, índios e homens livres numa fronteira oitocentista : Triângulo Mineiro (1750-1861), A",,"Escravos, índios e homens livres numa fronteira oitocentista : Triângulo Mineiro (1750-1861)",,"Lourenço, Luís Augusto Bustamante.",,,"Uberlândia, Minas Gerais",EDUFU,,,,,,,,1a reimpressão.,monographic,,Portuguese,text,print,"353 p. : ill., maps ; 23 cm.",bibliography,,"Human geography|||Land settlement|||History|||Migration, Internal|||Indians of South America|||Government relations|||Slavery|||Geography|||Race relations",,Minas Gerais|||Minas Gerais (Brazil)|||Brazil,,,,857078080X|||9788570780805,,,,
9971362363406236,Hacia la unidad del pueblo afro en Colombia: documentos preparatorios,,Documentos preparatorios,,,"Conferencia Nacional Afrocolombiana ""Una Minga por la Vida"" (1st : 2002 : Bogotá, Colombia)",,Bogotá,"I Conferencia Nacional Afrocolombiana ""Una Minga por la Vida""",,,,,,,,,monographic,,Spanish,text,print,84 p. : ill. ; 28 cm.,Congresses|||conference publication,,Blacks,,Colombia,,,,,,,,
9971362423406236,Cátedra de Estudios Afrocolombianos: lineamientos curriculares,,Lineamientos curriculares,,,"Colombia, Ministerio de Educación Nacional.",,Bogotá,"República de Colombia, Ministerio de Educación Nacional",,,,,,,,2. ed.,monographic,,Spanish,text,print,91 p. : ill. map ; 28 cm.,bibliography,,Multicultural education|||Blacks|||Study and teaching,,Colombia,,,,9589701310|||9789589701317,,,,
9971363143406236,Diccionario de la lengua afro palenquera-español,,"Diccionario, lengua afro palenquera-español",,"Cásseres Estrada, Solmery.",,,Cartagena de Indias,Ediciones Pluma de Mompox,,,,,,,,1. ed.,monographic,,Spanish|||Creoles and Pidgins (Other),text,print,110 p. : ill. ; 21 cm.,Dictionaries|||dictionary,,"Creole dialects, Spanish|||Spanish|||Blacks|||Languages|||Spanish language",,Colombia|||San Basilio del Palenque,,,,9589727794 (pbk.)|||9789589727799 (pbk.),,,,
9971363283406236,"AfroBarranquilla: la historia, y los aportes afros en Barranquilla",,,,,"Minski, Samuel.|||Colombia, Ministerio de Cultura.|||Fundación Cultural Nueva Música",,"B/quilla, Colombia",Fundación Cultural Nueva Música|||Editorial La Iguana Ciega,,,,,,,,,monographic,,Spanish,text,print,207 p. : ill. ; 22 cm.,bibliography,,Blacks|||History|||Social life and customs,,Colombia|||Barranquilla,,,,9789589953624|||958995362X,,,,
9971414703406236,Memorias,,,,,"Encuentro e Intercambio de Saberes Folclóricos como Expresión de Identidad Cultural en Comunidades Negras de la Costa Caucana (2001 : Guapí, Colombia)|||Pantoja Cuero, Juan Orlando.",,"Cali, Colombia",[s.n.],,,,,,,,,monographic,,Spanish,text,print,23 p. : ill. ; 23 cm.,Congresses|||Folklore|||conference publication,,Blacks,,Colombia|||Cauca (Dept.),,,,,,,,
9971415793406236,"Libertad e igualdad en el Caribe colombiano, 1770-1835","Liberty & equality in Caribbean Colombia, 1770-1835. Spanish",,,"Helg, Aline, 1953-",,,Medellín,Fondo Editorial Universidad EAFIT,,,,,,,,1. ed.,monographic,,Spanish|||English,text,print,"526 p. : ill., maps ; 24 cm.",bibliography,,Blacks|||History|||Race identity|||Social classes|||Discrimination|||Race relations,18th century|||19th century,Colombia|||Atlantic Coast Region,,,,9789587200751|||9587200756,,,,
9971416963406236,"mirada a las raíces negras afrocolombianas, Una",,,,"Róvira de Córdoba, Cidenia.",,,"Bogotá, D.C. :","Acción Social, Agencia Presidencial para la Acción Social y la Cooperación Internaiconal,",,,,2009,,,,Primera edición.,monographic,,Spanish,text,print|||unmediated|||volume,"xxiii, 368 pages : illustrations (some color) ; 24 cm",bibliography|||text,,Blacks|||History|||Social conditions,,Colombia,,,,9789588560038|||9588560039,,,,
9971430253406236,"New century, old disparities: gender and ethnic earnings gaps in Latin America and the Caribbean",,,,"Ñopo, Hugo.",,,"Washington, DC",Inter-American Development Bank|||World Bank,,,,2012,,,,,monographic,,English,text,print,"xxviii, 323 p. : ill. ; 23 cm.",bibliography,,Sex discrimination against women|||Economic aspects|||Ethnic relations|||Discrimination,,Latin America,,,,9780821386866|||0821386867|||9780821394960 (electronic)|||0821394967 (electronic),,2012014249,,
9971432563406236,"sons do silêncio: o Portugal de Oitocentos e a abolição do tráfico de escravos, Os",,,,"Marques, João Pedro.",,,Lisboa,Imprensa da Ciências Sociais,,,,,,,,,monographic,,Portuguese,text,print,509 p. ; 23 cm.,bibliography,,Antislavery movements|||Slaves|||Emancipation|||History,1789-1900,Poland|||Portugal|||Brazil,,,,9726710561|||9789726710561,,,,
9971459393406236,"African roots, Brazilian rites: cultural and national identity in Brazil",,,,"Sterling, Cheryl, 1964-",,,New York,Palgrave Macmillan,,,,,,,,1st ed.,monographic,,English,text,print,260 p. ; 23 cm.,bibliography,,Blacks|||Race identity|||Group identity|||Race relations,,Brazil,,,,9781137009999 (hardback)|||1137009993 (hardback),,2012011144,,
9971459413406236,Afro-Cuban costumbrismo: from plantations to the slums,,,,"Ocasio, Rafael.",,,Gainesville,University Press of Florida,,,,2012,,,,,monographic,,English,text,print,"xvii, 230 p. ; 24 cm.",bibliography|||government publication,"A broad examination of representations of Afro-Cuban religious themes in literature and popular arts, focusing on white authors of Costumbrismo literature represented black culture.",Blacks in literature|||Blacks|||History|||Social conditions|||Slavery|||Cuban literature|||Religion|||Social life and customs,20th century,Cuba,,,,9780813041643 (alk. paper)|||0813041643 (alk. paper),,2012009922,,
9971524273406236,Critical perspectives on Afro-Latin American literature,,,,,"Tillis, Antonio D.|||ebrary, Inc",,New York,Routledge,,,,,,,,,monographic,,English,text,electronic resource|||remote,1 online resource.,bibliography,,Latin American literature|||African influences|||Blacks|||Ethnic identity|||Identity (Psychology) in literature,,Latin America|||Caribbean Area|||Caribbean Area; Caribbean Sea,,,,9781136662553 (e-book)|||1136662553 (e-book)|||0415896274 (hbk.)|||9780415896276 (hbk.)|||9780203807507 (ebk.)|||0203807502 (ebk.)|||9786613441706,,,,http://pitt.idm.oclc.org/login?url=http://site.ebrary.com/lib/pitt/docDetail.action?docID=10529240
9971525113406236,Racial experiments in Cuban literature and ethnography,,,,"Maguire, Emily, 1972-","ebrary, Inc",,Gainesville,University Press of Florida,,,,2011,,,,,monographic,,English,text,electronic resource|||remote,1 online resource.,bibliography|||government publication,,Cuban literature|||History and criticism|||Ethnology|||Blacks|||Ethnic identity|||Identity (Philosophical concept) in literature,,Cuba,,,,9780813040530 (electronic bk.)|||0813040531 (electronic bk.)|||9780813037479|||0813037476,,,,http://pitt.idm.oclc.org/login?url=http://site.ebrary.com/lib/pitt/docDetail.action?docID=10504794
9971530223406236,"variable étnica en el marco legal de Panamá, La",,,,"Barrow, Alberto, 1952-",,"Barrow, Alberto, 1952- (author)",Panamá],Fuga Ediciones,,,,2012,,,,,monographic,,Spanish,text,print|||unmediated|||volume,117 pages ; 22 cm,legislation|||text,,"Blacks|||Legal status, laws, etc|||Social conditions|||Race discrimination|||Racism|||Race relations",,Panama,,,,9789962691105|||9962691109,,,,
9971536363406236,"tragedia del color en el Panamá colonial, 1501-1821: Panamá, una sociedad esclavista en el período colonial, La",,"Panamá, una sociedad esclavista en el período colonial",,"Molina Castillo, Mario José, 1943-",,,Panamá,Impresos Modernos,,,,,,,,,monographic,,Spanish,text,print,"xxv, 313 p. : ill. (some col.), maps ; 24 cm.",bibliography,,Blacks|||History|||Slavery|||Slave trade,To 1903,Panama,,,,9789962009993|||9962009995,,,,
9971570283406236,"Réflexions sur le Code noir, et dénonciation d'un crime affreux, commis à Saint-Domingue: adressées à l'Assemblée nationale","Précis remis par les Députés de Saint-Domingue aux six Commissaires du Comité d'Agriculture et de Commerce, chargés de rendre compte à l'Assemblée nationale de l'affaire relative à l'approvisionnement de cette Isle",,,,"Société des amis des noirs|||Pétion, J. (Jérôme), 1756-1794|||Brissot de Warville, J.-P. (Jacques-Pierre), 1754-1793|||France, Assemblée nationale constituante (1789-1791)|||Saint-Domingue, Conseil supérieur.",,A Paris,De l'Impr. du Patriote françois,,,,1790,,,,,monographic,,French,text,electronic resource|||remote,"1 online resource (15, 4 p.)","Early works to 1800|||Procès|||Trials, litigation, etc",,"Slavery|||Torture|||Antislavery movements|||History|||Atrocities|||Politics and government|||Mainguy, Jean-Honoré|||France.|||Code noir","To 1791|||Revolution, 1789-1799",Haiti|||France,,,,,,,,http://pitt.idm.oclc.org/login?url=http://www.llmcdigital.org/default.aspx?redir=31450
