,assignee,link,genre_extended,genre_2_extended,level_of_confidence,identifier,title,creator,date_created,date_issued,depositor,box,folder,type_of_resource,genre
1485,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061656355,pamphlets​,,3=high confidence,31735061656355,"""black shirt black skin"", by boake carter",,,,university of pittsburgh,1.0,171.0,text,archival document
1486,Kayla Ortiz,https://digital.library.pitt.edu/islandora/object/pitt:31735061538892,pamphlets,,2= moderate confidence,31735061538892,"der tag begann..., freiheit und unabhangigkeit fur alle volker",,,,university of pittsburgh,6.0,108.0,text,archival document
1487,Kayla Ortiz,https://digital.library.pitt.edu/islandora/object/pitt:31735061659185,books,,2= moderate confidence,31735061659185,"""of the people for the people, pictorial highlights of fifty years of the communist party, usa, 1919-1969"",",,1970-05,,university of pittsburgh,13.0,51.0,text,archival document
1488,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061656132,pamphlets​,,3=high confidence,31735061656132,"american imperialism and white chauvinism, by herbert aptheker",,,,university of pittsburgh,1.0,37.0,text,archival document
1489,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735067913297,serials (publications),periodicals​,3=high confidence,31735067913297,mine mill union; union; mine-mill union; sindicato,,,1966-02,university of pittsburgh,,,text,periodical; periodicals.; periodicals
1490,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735067911390,serials (publications),periodicals​,3=high confidence,31735067911390,"union; mine-mill union; sindicato; union (denver, colo. : 1942)",,,1953-12-21,university of pittsburgh,,,text,periodical; periodicals.; periodicals
1491,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658500,pamphlets​,,3=high confidence,31735061658500,"""white guard terrorists in the u.s.a."", by leon dennen",,,,university of pittsburgh,3.0,92.0,text,archival document
1492,Kayla Ortiz,https://digital.library.pitt.edu/islandora/object/pitt:31735051655326,books,,2= moderate confidence,31735051655326,"the struggle against white chauvinism,",,1949-09,,university of pittsburgh,13.0,57.0,text,archival document
1493,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061538876,correspondence,,3=high confidence,31735061538876,"progressive party of philadelphia letter,",,1954-11-17,,university of pittsburgh,14.0,46.0,text,archival document
1494,Kayla Ortiz,https://digital.library.pitt.edu/islandora/object/pitt:31735066228028,books,,2= moderate confidence,31735066228028,"""journal for 1956, published for the 6th annual conference to repeal the walter-mccarran law and defend its victims"",",,1956-04-07,,university of pittsburgh,2.0,77.0,text,archival document
1495,Kayla Ortiz,https://digital.library.pitt.edu/islandora/object/pitt:31735060481862,pamphlets,,2= moderate confidence,31735060481862,take howard out of the national student federation,,,,university of pittsburgh,13.0,15.0,text,archival document
1496,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061542894,​fliers,,3=high confidence,31735061542894,"""march against the pentagon"" flyer,",,1981-03-27,,university of pittsburgh,14.0,99.0,text,archival document
1497,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047449297,pamphlets​,,3=high confidence,31735047449297,"""celebrating the life of fannie sellins a labor heroine"" booklet,",,1989,,university of pittsburgh,37.0,27.0,text,archival document
1498,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061540765,pamphlets​,,3=high confidence,31735061540765,"""our maturing fascism"", by hugh hardyman,",,1949,,university of pittsburgh,8.0,53.0,text,archival document
1499,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658054,pamphlets​,,3=high confidence,31735061658054,"elizabeth gurley flynn speaks to the court, opening statement to the court and jury in the case of the sixteenth smith act victims in the trial at foley square, new york,",,1952-07,,university of pittsburgh,2.0,100.0,text,archival document
1500,Kayla Ortiz,https://digital.library.pitt.edu/islandora/object/pitt:31735059397749,serials (publications),,2= moderate confidence,31735059397749,"black student voice: ""black voice of revolution"",",,1969,,university of pittsburgh,1.0,108.0,text,archival document
1501,Kayla Ortiz,https://digital.library.pitt.edu/islandora/object/pitt:31735047448893,pamphlets,,2= moderate confidence,31735047448893,"delegates national assembly for peace,",,1952,,university of pittsburgh,37.0,2.0,text,archival document
1502,Kayla Ortiz,https://digital.library.pitt.edu/islandora/object/pitt:31735061658898,pamphlets,,2= moderate confidence,31735061658898,"""it's you they're after!""",,,,university of pittsburgh,3.0,134.0,text,archival document
1503,Kayla Ortiz,https://digital.library.pitt.edu/islandora/object/pitt:31735061655928,broadsides (notices),,2= moderate confidence,31735061655928,"""make the march a million strong!""",,,,university of pittsburgh,1.0,83.0,text,archival document
1504,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735066228788,​fliers,,3=high confidence,31735066228788,"flyers (4)calling people to march and protest,",,1974,,university of pittsburgh,8.0,37.0,text,archival document
1505,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061540591,​fliers,,3=high confidence,31735061540591,"""use nuclear electric power and reduce oil dependency"" flyer",,,,university of pittsburgh,8.0,71.0,text,archival document
1506,Kayla Ortiz,https://digital.library.pitt.edu/islandora/object/pitt:31735061539726,books,,2= moderate confidence,31735061539726,"""what is the five year plan?"", building up socialism",,,,university of pittsburgh,7.0,61.0,text,archival document
1507,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061657742,pamphlets​,,3=high confidence,31735061657742,"in defense of the communist party and the indicted leaders, by william z. foster,",,1949-07,,university of pittsburgh,2.0,111.0,text,archival document
1508,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061539015,pamphlets​,,3=high confidence,31735061539015,"professionals in a soviet america, by edward magnus,",,1935-11,,university of pittsburgh,6.0,111.0,text,archival document
1509,Kayla Ortiz,https://digital.library.pitt.edu/islandora/object/pitt:31735061656322,pamphlets,,2= moderate confidence,31735061656322,keep america out of war,,,,university of pittsburgh,1.0,178.0,text,archival document
1510,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735059397640,serials (publications),newsletters​,3=high confidence,31735059397640,"drum: all out in the wash,",,1970,,university of pittsburgh,1.0,104.0,text,archival document
1511,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735060483033,​fliers,,3=high confidence,31735060483033,congress of racial equality (core) flyer,,,,university of pittsburgh,1.0,1.0,text,archival document
1512,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735059397426,serials (publications),periodicals​,3=high confidence,31735059397426,"the student advocate,",,1936-02,,university of pittsburgh,4.0,97.0,text,archival document
1513,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061537852,pamphlets​,,3=high confidence,31735061537852,"slavic americans in the fight for victory and peace, by george pirinsky,",,1946-03,,university of pittsburgh,5.0,72.0,text,archival document
1514,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061586875,serials (publications),periodicals​,3=high confidence,31735061586875,"punchin' out with the mill hunk herald,",,1980-01/1980-03,,university of pittsburgh,6.0,69.0,text,archival document
1515,Kayla Ortiz,https://digital.library.pitt.edu/islandora/object/pitt:31735059397566,broadsides (notices),,2= moderate confidence,31735059397566,"vote consumer for a change,",,1980,,university of pittsburgh,1.0,196.0,text,archival document
1516,Tyrica Terry Kapral; Gesina Phillips,https://digital.library.pitt.edu/islandora/object/pitt:31735061655704,pamphlets​,,3=high confidence,31735061655704,for these things we fight pamphlet,,,,university of pittsburgh,1.0,55.0,text,archival document
1517,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735065150124,serials (publications),periodicals​,3=high confidence,31735065150124,mine mill union; union; mine-mill union; sindicato,,,1960-05,university of pittsburgh,,,text,periodical; periodicals.; periodicals
1518,Kayla Ortiz,https://digital.library.pitt.edu/islandora/object/pitt:31735066227913,pamphlets,,2= moderate confidence,31735066227913,"what everyone should know about the ""bill of rights"" and other constitutional guarantees of individual freedom, a scriptographic study unit,",,1969,,university of pittsburgh,2.0,10.0,text,archival document
1519,Kayla Ortiz,https://digital.library.pitt.edu/islandora/object/pitt:31735061539155,pamphlets,,2= moderate confidence,31735061539155,"""italy under fascism"", its economic, political and moral aspects, discussed by professor gaetano salvemini and professor bruno roselli,",,1927-02,,university of pittsburgh,7.0,55.0,text,archival document
1520,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735067913123,serials (publications),periodicals​,3=high confidence,31735067913123,mine mill union; union; mine-mill union; sindicato,,,1965-06,university of pittsburgh,,,text,periodical; periodicals.; periodicals
1521,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061659128,pamphlets​,,3=high confidence,31735061659128,"""what new york state needs"", by the communist political association of new york state",,,,university of pittsburgh,4.0,39.0,text,archival document
1522,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047451707,​fliers,,3=high confidence,31735047451707,"""fight for $15! fight for socialism!"" flyer",,,,university of pittsburgh,38.0,14.0,text,archival document
1523,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061543579,​fliers,,3=high confidence,31735061543579,flyer for the progressive party of delaware,,,,university of pittsburgh,10.0,30.0,text,archival document
1524,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061539890,pamphlets​,,3=high confidence,31735061539890,"""ernst thaelmann"", the leader of the german workers, by r. groetz,",,1934-07,,university of pittsburgh,7.0,87.0,text,archival document
1525,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061657130,pamphlets​,,3=high confidence,31735061657130,the case of the stubborn editor,,,,university of pittsburgh,2.0,15.0,text,archival document
1526,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658187,pamphlets​,,3=high confidence,31735061658187,"""everybody can be rich- and still be honest!"", the bread-and-butter facts of life, by jim west",,,,university of pittsburgh,3.0,86.0,text,archival document
1527,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061540278,pamphlets​,,3=high confidence,31735061540278,"""where it's at"", a research guide for community organizing, by jill hamberg,",,1967,,university of pittsburgh,7.0,130.0,text,archival document
1528,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735066227889,pamphlets​,,3=high confidence,31735066227889,"""peace on earth..."", by rev. clarence e. duffy, priest of the catholic church,",,1952,,university of pittsburgh,1.0,187.0,text,archival document
1529,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061538207,pamphlets​,,3=high confidence,31735061538207,"the railroaders' next step- amalgamation, by william z. foster",,,,university of pittsburgh,6.0,34.0,text,archival document
1530,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061656736,​fliers,,3=high confidence,31735061656736,"""sure, war is hell! but what can you do about it?, the reverse side of this leaflet tells what you can do about it..."",",,1953-03-13,,university of pittsburgh,1.0,150.0,text,archival document
1531,Tyrica Terry Kapral; Gesina Phillips,https://digital.library.pitt.edu/islandora/object/pitt:31735059397608,pamphlets​,,3=high confidence,31735059397608,"""a youth fraternal order"" pamphlet,",,1931,,university of pittsburgh,5.0,82.0,text,archival document
1532,Brady Pilsbury,https://digital.library.pitt.edu/islandora/object/pitt:31735061540625,pamphlets,,3=high confidence,31735061540625,"""release us from bondage"", six days in vietnamese prison,",,1974-07,,university of pittsburgh,12.0,62.0,text,archival document
1533,Brady Pilsbury,https://digital.library.pitt.edu/islandora/object/pitt:31735061540443,serials (publications),,3=high confidence,31735061540443,"""i accuse!"", dr. james g. endicott describes germ warfare,",,1952,,university of pittsburgh,12.0,16.0,text,archival document
1534,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735066228168,pamphlets​,,3=high confidence,31735066228168,"""more agitation, more propaganda!, by e. fisher",,,,university of pittsburgh,3.0,90.0,text,archival document
1535,Brady Pilsbury,https://digital.library.pitt.edu/islandora/object/pitt:31735061540948,pamphlets,,3=high confidence,31735061540948,"""the real cuba as three candidates saw it"",",,1964-06,,university of pittsburgh,8.0,79.0,text,archival document
1536,Brady Pilsbury,https://digital.library.pitt.edu/islandora/object/pitt:31735047450857,pamphlets,,3=high confidence,31735047450857,"ue constitution and by-laws,",,,,university of pittsburgh,37.0,88.0,text,archival document
1537,Tyrica Terry Kapral; Gesina Phillips,https://digital.library.pitt.edu/islandora/object/pitt:31735061539999,leaflets (printed works),,3=high confidence,31735061539999,"""four more nixon years?"" pamphlet",,,,university of pittsburgh,8.0,21.0,text,archival document
1538,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735060482910,photographs​,,3=high confidence,31735060482910,"""flower hat"" protest",,,,university of pittsburgh,12.0,54.0,still image,archival document
1539,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735066228937,pamphlets​,,3=high confidence,31735066228937,"do you know thaelmann?, by henri barbusse,",,1934-06,,university of pittsburgh,7.0,13.0,text,archival document
1540,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061657866,pamphlets​,,3=high confidence,31735061657866,"mccarthyism and the big lie, by milton howard,",,1953-11,,university of pittsburgh,2.0,108.0,text,archival document
1541,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061537217,pamphlets​,,3=high confidence,31735061537217,"""the people against the trusts"", build a democratic front to defeat reaction now and win a people's victory in 1948, by eugene dennis,",,1946-12,,university of pittsburgh,4.0,49.0,text,archival document
1542,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735066228408,correspondence,,3=high confidence,31735066228408,"letter explaining the political climate of chicago,",,1963-07-29,,university of pittsburgh,11.0,141.0,text,archival document
1543,Tyrica Terry Kapral; Gesina Phillips,https://digital.library.pitt.edu/islandora/object/pitt:31735061659540,pamphlets​,,3=high confidence,31735061659540,"""in defense of the communist party"", guide for study and discussion of william z. foster's pamphlet,",,1949-08,,university of pittsburgh,3.0,28.0,text,archival document
1544,Tyrica Terry Kapral; Gesina Phillips,https://digital.library.pitt.edu/islandora/object/pitt:31735059397095,pamphlets​,,3=high confidence,31735059397095,"""fact sheet in the rosenberg case"" pamphlet,",,1953,,university of pittsburgh,2.0,118.0,text,archival document
1545,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061656967,serials (publications),news bulletins,2= moderate confidence,31735061656967,"morton sorbell, prisoner on our conscience, a newspaper to secure justice in the case of morton sorbell,",,1956-11,,university of pittsburgh,2.0,69.0,text,archival document
1546,Brady Pilsbury,https://digital.library.pitt.edu/islandora/object/pitt:31735051655706,fliers,,3=high confidence,31735051655706,"""they've had enough haven't you?"",",,1971-04-24,,university of pittsburgh,14.0,92.0,text,archival document
1547,Brady Pilsbury,https://digital.library.pitt.edu/islandora/object/pitt:31735061655639,pamphlets,,2= moderate confidence,31735061655639,democracy vs. force and violence!,,,,university of pittsburgh,1.0,74.0,text,archival document
1548,Brady Pilsbury,https://digital.library.pitt.edu/islandora/object/pitt:31735061657197,speeches (documents),,2= moderate confidence,31735061657197,"""when conscience speaks""",,,,university of pittsburgh,2.0,53.0,text,archival document
1549,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658120,pamphlets​,,3=high confidence,31735061658120,"""smash the bosses hunger program"", fight for unemployment insurance, cleveland communist election platform, i.o. ford for mayor",,,,university of pittsburgh,2.0,159.0,text,archival document
1550,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061540476,​fliers,,3=high confidence,31735061540476,"""what's wrong with big rock? plenty!!"" flyer",,,,university of pittsburgh,8.0,74.0,text,archival document
1551,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735068353295,serials (publications),periodicals​,3=high confidence,31735068353295,mine mill union; union; mine-mill union; sindicato,,,1961-06,university of pittsburgh,,,text,periodical; periodicals.; periodicals
1552,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061542571,​fliers,,3=high confidence,31735061542571,"""march on washington april 24"" flyer",,,,university of pittsburgh,12.0,25.0,text,archival document
1553,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047450568,pamphlets​,,3=high confidence,31735047450568,afl-cio organizing institute booklet,,,,university of pittsburgh,37.0,50.0,text,archival document
1554,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061540344,pamphlets​,,3=high confidence,31735061540344,"""new left may day manifesto"",",,1967,,university of pittsburgh,7.0,127.0,text,archival document
1555,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061539395,pamphlets​,,3=high confidence,31735061539395,"this is our enemy, by peter wieden,",,1943-03,,university of pittsburgh,7.0,49.0,text,archival document
1556,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735066228903,pamphlets​,,3=high confidence,31735066228903,"at the moscow trial, by d.n. pritt, k.c., m.p.,",,1937,,university of pittsburgh,7.0,36.0,text,archival document
1557,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735059397368,serials (publications),,3=high confidence,31735059397368,"spear, v.1, n.1,",,1969,,university of pittsburgh,1.0,96.0,text,archival document
1558,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061544585,cards (information artifacts),,2= moderate confidence,31735061544585,socialist party cards (3),,,,university of pittsburgh,11.0,16.0,text,archival document
1559,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061659086,pamphlets​,,3=high confidence,31735061659086,"""let's pull together for jobs, security, democracy, and peace"", by carl ross,",,1938-09,,university of pittsburgh,4.0,40.0,text,archival document
1560,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061538991,serials (publications),,3=high confidence,31735061538991,"high time,",,1939-05,,university of pittsburgh,13.0,66.0,text,archival document
1561,Tyrica Terry Kapral; Gesina Phillips,https://digital.library.pitt.edu/islandora/object/pitt:31735061656256,serials (publications),newsletters​,3=high confidence,31735061656256,uni rum pamphlet,,,,university of pittsburgh,1.0,89.0,text,archival document
1562,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061656702,correspondence,,3=high confidence,31735061656702,assorted holiday cards for peace,,,,university of pittsburgh,1.0,160.0,text,archival document
1563,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047450352,leaflets (printed works),,3=high confidence,31735047450352,"""what's cooking joe?"" booklet",,,,university of pittsburgh,37.0,21.0,text,archival document
1564,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061540682,serials (publications),bulletin,3=high confidence,31735061540682,"the citizens party news bulletin,",,1981-06-17,,university of pittsburgh,1.0,199.0,text,archival document
1565,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047449370,​fliers,,3=high confidence,31735047449370,"public hearing flyer,",,1981-05,,university of pittsburgh,37.0,30.0,text,archival document
1566,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047449057,​fliers,,2= moderate confidence,31735047449057,"""an essay on labor history and the quality of paper"" flyer,",,1980,,university of pittsburgh,37.0,15.0,text,archival document
1567,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658294,pamphlets​,,3=high confidence,31735061658294,"""broaden the fight for peace and democracy!"", by joseph rockman,",,1952-09,,university of pittsburgh,3.0,76.0,text,archival document
1568,Brady Pilsbury,https://digital.library.pitt.edu/islandora/object/pitt:31735047451673,programs (documents),,2= moderate confidence,31735047451673,"""david montgomery 1927-2011. a pittsburgh celebration of his life"" program,",,,,university of pittsburgh,38.0,11.0,text,archival document
1569,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735066249149,serials (publications),periodicals​,3=high confidence,31735066249149,"new theatre,",,1935-06,,university of pittsburgh,33.0,2.0,text,archival document
1570,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061540658,photographs​,,3=high confidence,31735061540658,photograph of aiding state trooper michael murray as he lies on the ground,,1949-09-04,,university of pittsburgh,10.0,5.0,text,archival document
1571,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735067913057,serials (publications),periodicals​,3=high confidence,31735067913057,mine mill union; union; mine-mill union; sindicato,,,1964-02,university of pittsburgh,,,text,periodical; periodicals.; periodicals
1572,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061539247,pamphlets​,,3=high confidence,31735061539247,"""les francs-tireurs et partisans francais"", by fernand grenier,",,1944,,university of pittsburgh,7.0,78.0,text,archival document
1573,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061657510,pamphlets​,,3=high confidence,31735061657510,"the twelve and you, what happens to democracy is your business, too!, by elizabeth gurley flynn,",,1948-09,,university of pittsburgh,2.0,114.0,text,archival document
1574,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735067913230,serials (publications),periodicals​,3=high confidence,31735067913230,mine mill union; union; mine-mill union; sindicato,,,1966-08,university of pittsburgh,,,text,periodical; periodicals.; periodicals
1575,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061544098,leaflets (printed works),,3=high confidence,31735061544098,"""a socialist labor party statement, what can be done about unemployment?""",,,,university of pittsburgh,10.0,48.0,text,archival document
1576,Brady Pilsbury,https://digital.library.pitt.edu/islandora/object/pitt:31735061655670,pamphlets,,2= moderate confidence,31735061655670,"official proceedings of the second all-southern negro youth conference,",,1938-05,,university of pittsburgh,1.0,73.0,text,archival document
1577,Brady Pilsbury,https://digital.library.pitt.edu/islandora/object/pitt:31735061657981,pamphlets,,2= moderate confidence,31735061657981,the smith act- a threat to labor,,,,university of pittsburgh,2.0,105.0,text,archival document
1578,Brady Pilsbury,https://digital.library.pitt.edu/islandora/object/pitt:31735066228440,pamphlets,,3=high confidence,31735066228440,"the fight to implement busing for labor/black defense to stop racist attacks and to smash fascist threats,",,1974,,university of pittsburgh,11.0,125.0,text,archival document
1579,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061659508,pamphlets​,,3=high confidence,31735061659508,"""the truth about father coughlin"", by a.b. magil,",,1935,,university of pittsburgh,3.0,29.0,text,archival document
1580,Brady Pilsbury,https://digital.library.pitt.edu/islandora/object/pitt:31735061655886,broadsides (notices),,1=slight confidence,31735061655886,"""call for truth! to silence racist ravings""",,,,university of pittsburgh,1.0,82.0,text,archival document
1581,Brady Pilsbury,https://digital.library.pitt.edu/islandora/object/pitt:31735061538843,programs (documents),,3=high confidence,31735061538843,"""program of the trade union educational league""",,,,university of pittsburgh,6.0,52.0,text,archival document
1582,Brady Pilsbury,https://digital.library.pitt.edu/islandora/object/pitt:31735047449339,leaflets (printed works),,3=high confidence,31735047449339,"""how the american maritime workers are being forced to strike,""",,1946,,university of pittsburgh,37.0,29.0,text,archival document
1583,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061537464,photographs​,,3=high confidence,31735061537464,"entrance of the communist office headquarters in america,",,1938-08-25,,university of pittsburgh,4.0,129.0,still image,archival document
1584,Tyrica Terry Kapral; Gesina Phillips,https://digital.library.pitt.edu/islandora/object/pitt:31735047450923,leaflets (printed works),,3=high confidence,31735047450923,"""speed-up!"" pamphlet",,,,university of pittsburgh,37.0,95.0,text,archival document
1585,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061587022,serials (publications),periodicals​,3=high confidence,31735061587022,"punchin' out with the mill hunk herald,",,1988-06,,university of pittsburgh,6.0,85.0,text,archival document
1586,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735059397228,​fliers,,3=high confidence,31735059397228,"""elect claude lightfoot"" flyer,",,1932,,university of pittsburgh,1.0,109.0,text,archival document
1587,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061540062,leaflets (printed works),,3=high confidence,31735061540062,"""saigon's prisoners"", an indochina peace campaign report",,,,university of pittsburgh,12.0,68.0,text,archival document
1588,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658534,pamphlets​,,3=high confidence,31735061658534,"""schools and the crisis"", by rex david,",,1934,,university of pittsburgh,3.0,70.0,text,archival document
1589,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047450428,​fliers,,2= moderate confidence,31735047450428,clean air flyers,,,,university of pittsburgh,37.0,34.0,text,archival document
1590,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735067913339,serials (publications),periodicals​,3=high confidence,31735067913339,mine mill union; union; mine-mill union; sindicato,,,1967-03,university of pittsburgh,,,text,periodical; periodicals.; periodicals
1591,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735066227798,pamphlets​,,3=high confidence,31735066227798,"the negro today, by herbert aptheker,",,1962,,university of pittsburgh,1.0,69.0,text,archival document
1592,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735066228549,pamphlets​,,3=high confidence,31735066228549,"the essence of socialism, by william h. watts,",,1910,,university of pittsburgh,10.0,103.0,text,archival document
1593,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061655779,​fliers,,3=high confidence,31735061655779,"""rally for youth rights"" flyer",,,,university of pittsburgh,1.0,29.0,text,archival document
1594,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061656827,​fliers,,3=high confidence,31735061656827,assorted flyers petitioning against the fleet of 244 b-1 bombers,,,,university of pittsburgh,1.0,162.0,text,archival document
1595,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061537357,photographs​,,3=high confidence,31735061537357,"communist procession from battery park,",,1934-05-01,,university of pittsburgh,4.0,156.0,still image,archival document
1596,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061539502,pamphlets​,,3=high confidence,31735061539502,"the ussr today, 50 years of socialism, by george morris,",,1967-01,,university of pittsburgh,7.0,29.0,text,archival document
1597,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735067911473,serials (publications),periodicals​,3=high confidence,31735067911473,"union; mine-mill union; sindicato; union (denver, colo. : 1942)",,,1953-08-31,university of pittsburgh,,,text,periodical; periodicals.; periodicals
1598,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735059397798,serials (publications),,3=high confidence,31735059397798,"the new liberator,",,1962-03-16,,university of pittsburgh,14.0,24.0,text,archival document
1599,Tyrica Terry Kapral; Gesina Phillips,https://digital.library.pitt.edu/islandora/object/pitt:31735061657254,leaflets (printed works),,3=high confidence,31735061657254,what political prisoners do we defend? pamphlet,,,,university of pittsburgh,2.0,18.0,text,archival document
1600,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735067911614,serials (publications),periodicals​,3=high confidence,31735067911614,"union; mine-mill union; sindicato; union (denver, colo. : 1942)",,,1953-01-26,university of pittsburgh,,,text,periodical; periodicals.; periodicals
1601,Tyrica Terry Kapral; Gesina Phillips,https://digital.library.pitt.edu/islandora/object/pitt:31735061544312,leaflets (printed works),,3=high confidence,31735061544312,"""turn toward peace"" pamphlet,",,1961,,university of pittsburgh,11.0,162.0,text,archival document
1602,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735051655854,serials (publications),,3=high confidence,31735051655854,"the workers monthly,",,1925-12,,university of pittsburgh,13.0,70.0,text,archival document
1603,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061537811,pamphlets​,,3=high confidence,31735061537811,"revolt of the reapers, by siskind liev",,,,university of pittsburgh,13.0,77.0,text,archival document
