assignee,link,identifier,title,date_created,date_issued,type_of_resource,genre,genre 2,level_of_confidence,note,, 
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061657320,31735061657320,"The Rape of the First Amendment, by Alexander L. Crosby",,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735067911507,31735067911507,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,19539,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061543769,31735061543769,"""Democracy and Revolution"", By Friedrich Adler",,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047451517,31735047451517,"City Times Number 8,",30286,,text,serials (publications),,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061538017,31735061538017,"""The Town Hall"" Program,",1971,,text,programs (documents),,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047450311,31735047450311,"""What Are They Really After?"" Booklet",,,text,pamphlets​,,3=high confidence,"""pamphlet"" and ""booklet"" used interchangeably",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061540435,31735061540435,Flyer Calling for Support of Haitian Refugees,,,text,​fliers,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735066228085,31735066228085,"""The Platform of the Class Struggle"", National Platform of the Workers (Communist) Party,",1928,,text,pamphlets​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735059397418,31735059397418,"Spectre 3,",1971-07/1971-08,,text,serials (publications),,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061539874,31735061539874,"""The Whole World is Watching! Inauguration Day '69"" Flyer,",1969,,text,​fliers,,3=high confidence,,,
Jack Orr,https://digital.library.pitt.edu/islandora/object/pitt:31735061543660,31735061543660,"""Which Road for American Workers, Socialist or Communist?"",",13150,,text,transcripts,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735059397582,31735059397582,"""Vote for a Real Alternative in 1980!"" Flyer,",1980,,text,​fliers,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061539718,31735061539718,"Espionage, Foreign Secret Service Recruiting Methods Against the Soviet Union, By S. Uranov,",13697,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061540161,31735061540161,"""Monthly Review Press"", Spring 1969,",1969,,text,serials (publications),periodicals​,3=high confidence,,,
Kayla Ortiz,https://digital.library.pitt.edu/islandora/object/pitt:31735061539296,31735061539296,"L'Aggravation de la Situation Economique et Sociale et les Solutions Proposees par le Parti Communiste,",21551,,text,serials (publications),,2= moderate confidence,"It's in French, so I made my best guess. It seems to be a part of a series... See 1484 below",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061544049,31735061544049,"Pocket Library of Socialism, No. 48, ""Useful Work Versus Useless Toil"", By William Morris",,,text,"books, serials (publications)",,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735070057348,31735070057348,"Political action; Political action (Milwaukee, Wis.)",,4389,text,serials (publications),newspaper​s,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061540021,31735061540021,A Peoples Peace Treaty- Indochina Peace Campaign Flyer with Attached Letter,,,text,"​fliers, correspondence",,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061544486,31735061544486,"""Struggle for Peace and Freedom"" Leaflet,",22890,,text,leaflets (printed works),,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061586891,31735061586891,"Punchin' Out with the Mill Hunk Herald,",1980-10/1980-12,,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061544817,31735061544817,Flyer to Attend The Socialist Party's Monthly Meetings,,,text,​fliers,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061538801,31735061538801,"Strike Strategy, By William Z. Foster,",1926,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Kayla Ortiz,https://digital.library.pitt.edu/islandora/object/pitt:31735047448877,31735047448877,"""The Movement and the Workers,""",25263,,text,pamphlets,,2= moderate confidence,It is meant to inform readers about what is holding back the leftist movement,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735059397558,31735059397558,"Frontiers,",11994,,text,serials (publications),,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658245,31735061658245,"""I Challenge the Un-Americans"", By Eugene Dennis,",17288,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061540575,31735061540575,"""Ajut Infantil De Reraguarda"" Flyer",,,text,​fliers,,2= moderate confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735066228598,31735066228598,"Intemperance and Poverty, by T. Twining",,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735070075316,31735070075316,"Political action; Political action (Milwaukee, Wis.)",,4620,text,serials (publications),newspaper​s,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735066227749,31735066227749,"""The Time is Now! Mr. President Wipe Out Slums and Ghettos! Billions for Life-Not Death!"" Open Letter",,,text,leaflets (printed works),,3=high confidence,"re-print of open letter originally published in newspaper ""The Worker,"" the weekend edition of the ""Daily Worker""",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061538330,31735061538330,"Tyomiehen Joulu, XXVII,",1929,,text,serials (publications),periodicals​,3=high confidence,,,
Kayla Ortiz,https://digital.library.pitt.edu/islandora/object/pitt:31735061657858,31735061657858,Smear and Run...An Un-American Activity,,,text,pamphlets,,2= moderate confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061538157,31735061538157,"Textile Strike Bulletin,",11526,,text,serials (publications),bulletin,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061543629,31735061543629,Assorted Socialist Party-Social Democratic Convention Papers,,,text,files (document groupings),,1=slight confidence,assortment of documents,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061657007,31735061657007,"Supreme Court of the United States, October Term, 1952, No. 687, Julius Rosenberg and Ethel Rosenberg vs. United States of America",,,text,pamphlets​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061539536,31735061539536,"76 Questions and Answers on the Bolsheviks and the Soviets, By Albert Rhys Williams",,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735060482316,31735060482316,U. of Washington SDS News,,,text,serials (publications),newspapers,2= moderate confidence,could be newsletters,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061540781,31735061540781,Flyer for a Rally for McCarthy,,,text,​fliers,,3=high confidence,,,
Kayla Ortiz,https://digital.library.pitt.edu/islandora/object/pitt:31735047451103,31735047451103,"""FE-UE Exposes UAW's 'Share the Misery' Plan for Harvester Workers""",,,text,pamphlets,,2= moderate confidence,,,
Kayla Ortiz,https://digital.library.pitt.edu/islandora/object/pitt:31735061539205,31735061539205,"Pour la Veritable Grandeur Francaise, ""La Lutte Pour L'Union des Forces Democratiques et Nationales"",",21551,,text,serials (publications),,2= moderate confidence,see 1460 above,,
Kayla Ortiz,https://digital.library.pitt.edu/islandora/object/pitt:31735061657734,31735061657734,"We Accuse McCarthyism,",19756,,text,pamphlets,,2= moderate confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735067911374,31735067911374,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,18657,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061656355,31735061656355,"""Black Shirt Black Skin"", by Boake Carter",,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Kayla Ortiz,https://digital.library.pitt.edu/islandora/object/pitt:31735061538892,31735061538892,"Der Tag Begann..., Freiheit und Unabhangigkeit fur alle Volker",,,text,pamphlets,,2= moderate confidence,also in another language,,
Kayla Ortiz,https://digital.library.pitt.edu/islandora/object/pitt:31735061659185,31735061659185,"""Of the People for the People, Pictorial Highlights of Fifty Years of the Communist Party, USA, 1919-1969"",",25689,,text,books,,2= moderate confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061656132,31735061656132,"American Imperialism and White Chauvinism, by Herbert Aptheker",,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735067913297,31735067913297,Mine-Mill union; Mine Mill union; Sindicato; Union,,24139,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735067911390,31735067911390,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,19714,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658500,31735061658500,"""White Guard Terrorists in the U.S.A."", By Leon Dennen",,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Kayla Ortiz,https://digital.library.pitt.edu/islandora/object/pitt:31735051655326,31735051655326,"The Struggle Against White Chauvinism,",18142,,text,books,,2= moderate confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061538876,31735061538876,"Progressive Party of Philadelphia Letter,",20045,,text,correspondence,,3=high confidence,,,
Kayla Ortiz,https://digital.library.pitt.edu/islandora/object/pitt:31735066228028,31735066228028,"""Journal for 1956, Published for the 6th Annual Conference to Repeal the Walter-McCarran Law and Defend its Victims"",",20552,,text,books,,2= moderate confidence,"They call it a ""journal."" It's a collection of works",,
Kayla Ortiz,https://digital.library.pitt.edu/islandora/object/pitt:31735060481862,31735060481862,Take Howard Out of the National Student Federation,,,text,pamphlets,,2= moderate confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061542894,31735061542894,"""March Against the Pentagon"" Flyer,",29672,,text,​fliers,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047449297,31735047449297,"""Celebrating the Life of Fannie Sellins A Labor Heroine"" Booklet,",1989,,text,pamphlets​,,3=high confidence,"""pamphlet"" and ""booklet"" used interchangeably",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061540765,31735061540765,"""Our Maturing Fascism"", By Hugh Hardyman,",1949,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658054,31735061658054,"Elizabeth Gurley Flynn Speaks to the Court, Opening Statement to the Court and Jury in the Case of the Sixteenth Smith Act Victims in the Trial at Foley Square, New York,",19176,,text,pamphlets​,,3=high confidence,,,
Kayla Ortiz,https://digital.library.pitt.edu/islandora/object/pitt:31735059397749,31735059397749,"Black Student Voice: ""Black Voice of Revolution"",",1969,,text,serials (publications),,2= moderate confidence,,,
Kayla Ortiz,https://digital.library.pitt.edu/islandora/object/pitt:31735047448893,31735047448893,"Delegates National Assembly for Peace,",1952,,text,pamphlets,,2= moderate confidence,,,
Kayla Ortiz,https://digital.library.pitt.edu/islandora/object/pitt:31735061658898,31735061658898,"""It's You They're After!""",,,text,pamphlets,,2= moderate confidence,It calls itself a pamphlet on the last page,,
Kayla Ortiz,https://digital.library.pitt.edu/islandora/object/pitt:31735061655928,31735061655928,"""Make the March a Million Strong!""",,,text,broadsides (notices),,2= moderate confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735066228788,31735066228788,"Flyers (4)Calling People to March and Protest,",1974,,text,​fliers,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061540591,31735061540591,"""Use Nuclear Electric Power and Reduce Oil Dependency"" Flyer",,,text,​fliers,,3=high confidence,,,
Kayla Ortiz,https://digital.library.pitt.edu/islandora/object/pitt:31735061539726,31735061539726,"""What is the Five Year Plan?"", Building Up Socialism",,,text,books,,2= moderate confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061657742,31735061657742,"In Defense of the Communist Party and the Indicted Leaders, by William Z. Foster,",18080,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061539015,31735061539015,"Professionals in a Soviet America, By Edward Magnus,",13089,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Kayla Ortiz,https://digital.library.pitt.edu/islandora/object/pitt:31735061656322,31735061656322,Keep America Out of War,,,text,pamphlets,,2= moderate confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735059397640,31735059397640,"Drum: All Out in the Wash,",1970,,text,serials (publications),newsletters​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735060483033,31735060483033,Congress of Racial Equality (CORE) Flyer,,,text,​fliers,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735059397426,31735059397426,"The Student Advocate,",13181,,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061537852,31735061537852,"Slavic Americans in the fight for Victory and Peace, By George Pirinsky,",16862,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061586875,31735061586875,"Punchin' Out with the Mill Hunk Herald,",1980-01/1980-03,,text,serials (publications),periodicals​,3=high confidence,,,
Kayla Ortiz,https://digital.library.pitt.edu/islandora/object/pitt:31735059397566,31735059397566,"Vote Consumer for a Change,",1980,,text,broadsides (notices),,2= moderate confidence,it's more of a poster...,,
Tyrica Terry Kapral; Gesina Phillips,https://digital.library.pitt.edu/islandora/object/pitt:31735061655704,31735061655704,For These Things We Fight Pamphlet,,,text,pamphlets​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735065150124,31735065150124,Mine-Mill union; Mine Mill union; Sindicato; Union,,22037,text,serials (publications),periodicals​,3=high confidence,,,
Kayla Ortiz,https://digital.library.pitt.edu/islandora/object/pitt:31735066227913,31735066227913,"What Everyone Should Know About the ""Bill of Rights"" and other Constitutional Guarantees of Individual Freedom, A Scriptographic Study Unit,",1969,,text,pamphlets,,2= moderate confidence,,,
Kayla Ortiz,https://digital.library.pitt.edu/islandora/object/pitt:31735061539155,31735061539155,"""Italy Under Fascism"", Its Economic, Political and Moral Aspects, Discussed By Professor Gaetano Salvemini and Professor Bruno Roselli,",9894,,text,pamphlets,,2= moderate confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735067913123,31735067913123,Mine-Mill union; Mine Mill union; Sindicato; Union,,23894,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061659128,31735061659128,"""What New York State Needs"", By The Communist Political Association of New York State",,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047451707,31735047451707,"""Fight For $15! Fight For Socialism!"" Flyer",,,text,​fliers,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061543579,31735061543579,Flyer for The Progressive Party of Delaware,,,text,​fliers,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061539890,31735061539890,"""Ernst Thaelmann"", The Leader of the German Workers, By R. Groetz,",12601,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061657130,31735061657130,The Case of the Stubborn Editor,,,text,pamphlets​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658187,31735061658187,"""Everybody Can Be Rich- and Still Be Honest!"", The Bread-And-Butter Facts of Life, By Jim West",,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061540278,31735061540278,"""Where It's At"", A Research Guide for Community Organizing, By Jill Hamberg,",1967,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735066227889,31735066227889,"""Peace on Earth..."", by Rev. Clarence E. Duffy, Priest of the Catholic Church,",1952,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061538207,31735061538207,"The Railroaders' Next Step- Amalgamation, By William Z. Foster",,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061656736,31735061656736,"""Sure, War is Hell! But What Can You Do About It?, The Reverse Side of This Leaflet Tells What You Can Do About It..."",",19431,,text,​fliers,,3=high confidence,"leaflet in title, but not printed to be folded",,
Tyrica Terry Kapral; Gesina Phillips,https://digital.library.pitt.edu/islandora/object/pitt:31735059397608,31735059397608,"""A Youth Fraternal Order"" Pamphlet,",1931,,text,pamphlets​,,3=high confidence,,,
Brady Pilsbury,https://digital.library.pitt.edu/islandora/object/pitt:31735061540625,31735061540625,"""Release Us From Bondage"", Six Days in Vietnamese Prison,",27211,,text,pamphlets,,3=high confidence,,,
Brady Pilsbury,https://digital.library.pitt.edu/islandora/object/pitt:31735061540443,31735061540443,"""I Accuse!"", Dr. James G. Endicott Describes Germ Warfare,",1952,,text,serials (publications),,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735066228168,31735066228168,"""More Agitation, More Propaganda!, By E. Fisher",,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Brady Pilsbury,https://digital.library.pitt.edu/islandora/object/pitt:31735061540948,31735061540948,"""The Real Cuba as Three Candidates Saw it"",",23529,,text,pamphlets,,3=high confidence,"stapled, 36 pages",,
Brady Pilsbury,https://digital.library.pitt.edu/islandora/object/pitt:31735047450857,31735047450857,"UE Constitution and By-Laws,",,,text,pamphlets,,3=high confidence,,,
Tyrica Terry Kapral; Gesina Phillips,https://digital.library.pitt.edu/islandora/object/pitt:31735061539999,31735061539999,"""Four More Nixon Years?"" Pamphlet",,,text,leaflets (printed works),,3=high confidence,"incorrectly referred to as ""pamphlet"" in title",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735060482910,31735060482910,"""Flower Hat"" Protest",,,still image,photographs​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735066228937,31735066228937,"Do You Know Thaelmann?, By Henri Barbusse,",12571,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061657866,31735061657866,"McCarthyism and the Big Lie, by Milton Howard,",19664,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061537217,31735061537217,"""The People Against the Trusts"", Build a Democratic Front to Defeat Reaction Now and Win a People's Victory in 1948, By Eugene Dennis,",17137,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735066228408,31735066228408,"Letter Explaining the Political Climate of Chicago,",23221,,text,correspondence,,3=high confidence,,,
Tyrica Terry Kapral; Gesina Phillips,https://digital.library.pitt.edu/islandora/object/pitt:31735061659540,31735061659540,"""In Defense of the Communist Party"", Guide for Study and Discussion of William Z. Foster's Pamphlet,",18111,,text,pamphlets​,,3=high confidence,"""Guide for Study and Discussion of William Z. Foster's Pamphlet""--pamphlet about a pamphlet?",,
Tyrica Terry Kapral; Gesina Phillips,https://digital.library.pitt.edu/islandora/object/pitt:31735059397095,31735059397095,"""Fact Sheet in the Rosenberg Case"" Pamphlet,",1953,,text,pamphlets​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061656967,31735061656967,"Morton Sorbell, Prisoner on Our Conscience, A Newspaper to Secure Justice in the Case of Morton Sorbell,",20760,,text,serials (publications),news bulletins,2= moderate confidence,,,
Brady Pilsbury,https://digital.library.pitt.edu/islandora/object/pitt:31735051655706,31735051655706,"""They've Had Enough Haven't You?"",",26047,,text,fliers,,3=high confidence,"single sheet, one sided, promoting event",,
Brady Pilsbury,https://digital.library.pitt.edu/islandora/object/pitt:31735061655639,31735061655639,Democracy vs. Force and Violence!,,,text,pamphlets,,2= moderate confidence,unclear if part of serial publication,,
Brady Pilsbury,https://digital.library.pitt.edu/islandora/object/pitt:31735061657197,31735061657197,"""When Conscience Speaks""",,,text,speeches (documents),,2= moderate confidence,transcript of sermon but appears to be formatted as pamphlet,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658120,31735061658120,"""Smash the Bosses Hunger Program"", Fight for Unemployment Insurance, Cleveland Communist Election Platform, I.O. Ford for Mayor",,,text,pamphlets​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061540476,31735061540476,"""What's Wrong With Big Rock? Plenty!!"" Flyer",,,text,​fliers,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735068353295,31735068353295,Mine-Mill union; Mine Mill union; Sindicato; Union,,22433,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061542571,31735061542571,"""March on Washington April 24"" Flyer",,,text,​fliers,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047450568,31735047450568,AFL-CIO Organizing Institute Booklet,,,text,pamphlets​,,3=high confidence,"""pamphlet"" and ""booklet"" used interchangeably",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061540344,31735061540344,"""New Left May Day Manifesto"",",1967,,text,pamphlets​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061539395,31735061539395,"This Is Our Enemy, By Peter Wieden,",15766,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735066228903,31735066228903,"At the Moscow Trial, By D.N. Pritt, K.C., M.P.,",1937,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735059397368,31735059397368,"Spear, V.1, N.1,",1969,,text,serials (publications),,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061544585,31735061544585,Socialist Party Cards (3),,,text,cards (information artifacts),,2= moderate confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061659086,31735061659086,"""Let's Pull Together for Jobs, Security, Democracy, and Peace"", By Carl Ross,",14124,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061538991,31735061538991,"High Time,",14366,,text,serials (publications),,3=high confidence,,,
Tyrica Terry Kapral; Gesina Phillips,https://digital.library.pitt.edu/islandora/object/pitt:31735061656256,31735061656256,Uni Rum Pamphlet,,,text,serials (publications),newsletters​,3=high confidence,https://www.marxists.org/history/erol/1960-1970/index.htm,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061656702,31735061656702,Assorted Holiday Cards for Peace,,,text,correspondence,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047450352,31735047450352,"""What's Cooking Joe?"" Booklet",,,text,leaflets (printed works),,3=high confidence,"incorrectly referred to as ""booklet"" in title",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061540682,31735061540682,"The Citizens Party News Bulletin,",29754,,text,serials (publications),bulletin,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047449370,31735047449370,"Public Hearing Flyer,",29707,,text,​fliers,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047449057,31735047449057,"""An Essay on Labor History and the Quality of Paper"" Flyer,",1980,,text,​fliers,,2= moderate confidence,poster?,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658294,31735061658294,"""Broaden the Fight for Peace and Democracy!"", By Joseph Rockman,",19238,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Brady Pilsbury,https://digital.library.pitt.edu/islandora/object/pitt:31735047451673,31735047451673,"""David Montgomery 1927-2011. A Pittsburgh Celebration of his Life"" Program,",,,text,programs (documents),,2= moderate confidence,"program for a funeral, formatted as leaflet",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735066249149,31735066249149,"New Theatre,",12936,,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061540658,31735061540658,Photograph of Aiding State Trooper Michael Murray as He Lies on the Ground,18145,,still image,photographs​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735067913057,31735067913057,Mine-Mill union; Mine Mill union; Sindicato; Union,,23408,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061539247,31735061539247,"""Les Francs-Tireurs et Partisans Francais"", By Fernand Grenier,",1944,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061657510,31735061657510,"The Twelve and You, What Happens to Democracy is Your Business, too!, by Elizabeth Gurley Flynn,",17777,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735067913230,31735067913230,Mine-Mill union; Mine Mill union; Sindicato; Union,,24320,text,serials (publications),periodicals​,3=high confidence,,,
